ENERGY STAR Unique ID,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Fuel Type,Special Type,Heat Pump Technology,Voltage (V),Drum Capacity (cu-ft),Height (inches),Width (inches),Depth (inches),Combined Energy Factor (CEF),Estimated Annual Energy Use (kWh/yr),Estimated Energy Test Cycle Time (min),Energy Test Cycle Information,Additional Dryer Features,Vented or Ventless,Refrigerant Type,Refrigerant with GWP,Connected,Connects Using,Communication Standard - Application Layer,Direct on-premises Open-standard Based Interconnection,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh),Paired ENERGY STAR Clothes Washer Available,Paired ENERGY STAR Clothes Washer ENERGY STAR Model Identifier,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2286359,Electrolux,EFDC317****,EFDC317****,,012505386992,Electric Standard Vented,Electric,,,,8,38,0,31.25,3.93,608,50,"NORMAL, NORMAL TEMP, NORMAL DRY, ECO","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLW317****_02052018061855_70167392,01/02/2017,12/16/2016,Canada,ES_1021080_EFDC317****_12162016171353_8433822,No
2286360,Electrolux,EFDE317****,EFDE317****,,012505386985,Electric Standard Vented,Electric,,,,8,38,0,31.25,3.93,608,50,"NORMAL, NORMAL TEMP, NORMAL DRY, ECO","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLW317****_02052018061855_70167392,01/02/2017,12/16/2016,United States,ES_1021080_EFDE317****_12162016171416_8456738,No
2286361,Electrolux,EFDG317****,EFDG317****,,012505387005,Gas Standard Vented,Gas,,,,8,38,0,31.25,3.48,687,54,"NORMAL, NORMAL TEMP, NORMAL DRY, ECO","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLW317****_02052018061855_70167392,01/02/2017,12/16/2016,"United States, Canada",ES_1021080_EFDG317****_12162016171438_8478212,No
2310931,Electrolux,EFMC427****,EFMC427****,,12505387319,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLW427****_02072018120848_70172556,02/06/2018,02/22/2018,Canada,ES_1021080_EFMC427****_02222018171401_9641061,No
2310932,Electrolux,EFMC527****,EFMC527****,,12505387340;12505387371,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLS527****_01152018115400_70163739,02/06/2018,02/22/2018,Canada,ES_1021080_EFMC527****_02222018171422_9662931,No
2310933,Electrolux,EFMC627****,EFMC627****,,12505387401;12505387432,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLS627****_02072018120848_70172556,02/06/2018,02/22/2018,Canada,ES_1021080_EFMC627****_02222018171439_9679679,No
2310934,Electrolux,EFME427****,EFME427****,,12505387302,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLW427****_02072018120848_70172556,02/06/2018,02/22/2018,United States,ES_1021080_EFME427****_02222018171459_9699389,No
2310935,Electrolux,EFME527****,EFME527****,,12505387333;12505387364,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLS527****_01152018115400_70163739,02/06/2018,02/22/2018,United States,ES_1021080_EFME527****_02222018171513_9713937,No
2310936,Electrolux,EFME627****,EFME627****,,12505387395;12505387425,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLS627****_02072018120848_70172556,02/06/2018,02/22/2018,United States,ES_1021080_EFME627****_02222018171531_9731920,No
2310937,Electrolux,EFMG427****,EFMG427****,,12505387326,Gas Standard Vented,Gas,,,,8,38,27.13,31.25,3.48,687,55,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLW427****_02072018120848_70172556,02/06/2018,02/22/2018,"United States, Canada",ES_1021080_EFMG427****_02222018172534_0334657,No
2310938,Electrolux,EFMG527****,EFMG527****,,12505387357;12505387388,Gas Standard Vented,Gas,,,,8,38,27.13,31.25,3.48,687,55,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLS527****_01152018115400_70163739,02/06/2018,02/22/2018,"United States, Canada",ES_1021080_EFMG527****_02222018172549_0349492,No
2310939,Electrolux,EFMG627****,EFMG627****,,12505387418;12505387449,Gas Standard Vented,Gas,,,,8,38,27.13,31.25,3.48,687,55,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_1021080_EFLS627****_02072018120848_70172556,02/06/2018,02/22/2018,"United States, Canada",ES_1021080_EFMG627****_02222018172603_0363110,No
2356217,Electrolux,ELFE4222***,ELFE4222***,,12505387630,Electric Compact Ventless 240V,Electric,,,240,4,33.5,23.5,23.5,2.68,317,60,"NORMAL CYCLE, HIGH TEMPERATURE, NORMAL DRYNESS, ECO MODE","Steam cycle,Other,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,,No,,06/01/2020,03/11/2020,United States,ES_1021080_ELFE4222***_03112020133341_3621099,No
2356216,Electrolux,ELFE422C***,ELFE422C***,,12505387647,Electric Compact Ventless 240V,Electric,,,240,4,33.5,23.5,23.5,2.68,317,60,"NORMAL CYCLE, HIGH TEMPERATURE, NORMAL DRYNESS, ECO MODE","Steam cycle,Other,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,,No,,06/01/2020,03/11/2020,Canada,ES_1021080_ELFE422C***_03112020133356_3636194,No
2381637,Electrolux,ELFE7337***,ELFE7337***,,12505388378,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,07/01/2021,07/06/2021,United States,ES_1021080_ELFE7337***_062820211816680_1356139,No
2381644,Electrolux,ELFE733C***,ELFE733C***,,12505388361,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,07/01/2021,07/03/2021,Canada,ES_1021080_ELFE733C***_062820211816661_3181042,No
2381638,Electrolux,ELFE7437***,ELFE7437***,,12505388422,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,07/01/2021,07/06/2021,United States,ES_1021080_ELFE7437***_062820211816942_5919809,No
2381643,Electrolux,ELFE743C***,ELFE743C***,,12505388415,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,07/01/2021,07/03/2021,Canada,ES_1021080_ELFE743C***_062820211816410_6643038,No
2381639,Electrolux,ELFE7537***,ELFE7537***,,12505388484;12505388491,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,07/01/2021,07/06/2021,United States,ES_1021080_ELFE7537***_062820211816231_3995877,No
2381642,Electrolux,ELFE753C***,ELFE753C***,,12505388460;12505388477,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,07/01/2021,07/03/2021,Canada,ES_1021080_ELFE753C***_062820211816700_7243485,No
2381636,Electrolux,ELFE7637***,ELFE7637***,,12505388545;12505388552,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1021080_ELFW7637***_05252021015644_80075233,07/01/2021,07/06/2021,United States,ES_1021080_ELFE7637***_062820211816181_3625903,No
2381641,Electrolux,ELFE763C***,ELFE763C***,,012505388569;12505388569;12505388576,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1021080_ELFW7637***_05252021015644_80075233,07/01/2021,07/03/2021,Canada,ES_1021080_ELFE763C***_062820211816841_9281153,No
2381646,Electrolux,ELFG7337***,ELFG7337***,,12505388385,Gas Standard Vented,Gas,,,,8,38,27.13,31.25,3.48,687,54,"Normal, Normal Temp, Normal Dry, Eco","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,Yes,ES_1021080_ELFW7337***_05252021015644_80075233,07/01/2021,07/03/2021,"United States, Canada",ES_1021080_EFLG7337***_062820211816414_8795007,No
2381647,Electrolux,ELFG7437***,ELFG7437***,,12505388439,Gas Standard Vented,Gas,,,,8,38,27.13,31.25,3.48,687,54,"Normal, Normal Temp, Normal Dry, Eco","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,Yes,ES_1021080_ELFW7437***_05252021015644_80075233,07/01/2021,07/03/2021,"United States, Canada",ES_1021080_EFLG7437***_062820211816458_5808260,No
2381648,Electrolux,ELFG7537***,ELFG7537***,,12505388507;12505388514,Gas Standard Vented,Gas,,,,8,38,27.13,31.25,3.48,687,54,"Normal, Normal Temp, Normal Dry, Eco","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Time remaining display,Wrinkle prevention option,Energy monitor/indicator",Vented,,,No,,,,,Yes,ES_1021080_ELFW7537***_05252021015644_80075233,07/01/2021,07/03/2021,"United States, Canada",ES_1021080_EFLG7537***_06282021181680_9996495,No
2381645,Electrolux,ELFG7637***,ELFG7637***,,12505388583;12505388590,Gas Standard Vented,Gas,,,,8,38,27.13,31.25,3.48,687,54,"Normal, Normal Temp, Normal Dry, Eco","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,Yes,ES_1021080_ELFW7637***_05252021015644_80075233,07/01/2021,07/03/2021,"United States, Canada",ES_1021080_EFLG7637***_06282021181644_4889802,No
2390458,GE,G78E_1_NB+,GFV55ES*N***,",GFV55ESPNDG,Diamond Gray; ,GFV55ESSNWW,White",084691848165,Electric Standard Vented,Electric,,,,7.8,39.75,28,32,3.93,608,73,"Cottons with the default ecoDry on, Temp - High, Dryness Level - Dry","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1123206_GFW510S*N***_12182019134400_6640243,01/17/2022,01/13/2022,United States,ES_1123206_GFV55ES*N***_011220221438534_2943823,No
2246396,GE,GTD65EB*J***,GTD65EB*J***,,,Electric Standard Vented,Electric,,,,7.4,43.7,26.96,30.48,3.93,608,60,COTTONS/LOW TEMP CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Sanitization cycle,Drum light,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,No,,09/01/2015,08/23/2015,"United States, Canada",ES_1123206_GTD65EB*J***_08242015154618_1178596,No
2274066,GE,GTD65EB*K***,GTD65EB*K***,,757638970907,Electric Standard Vented,Electric,,,,7.4,43.7,26.96,30.48,3.93,608,59,COTTONS/LOW TEMP CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display,Energy monitor/indicator,Sanitization cycle",Vented,,,No,,,,,Yes," ES_1123206_GTW680BSJ4WS_02142018122007_0807403,ES_1123206_GTW680BSJ3WS_07082016164816_6496700, ES_1123206_GTW680BSJ4WS_12122016184150_8110488",10/03/2016,08/03/2016,Canada,ES_1123206_GTD65EB*K***_08032016202124_5684267,No
2297023,GE,GTD65EBSJ0WS,GTD65EB*L***,,84691825111,Electric Standard Vented,Electric,,,,7.4,43.7,26.96,30.48,3.93,608,60,"COTTONS CYCLE, LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON","Drum light,Time remaining display",Vented,,,No,,,,,No,,06/05/2017,06/05/2017,United States,ES_1123206_GTD65EB*L***_06052017120810_4490815,No
2389437,GE,GTD65EBMR***,GTD65EBMR***,"GTD65EBMRDG,GTD65EBMRDG,; GTD65EBMRWS,GTD65EBMRWS,",757638372152;757638372169,Electric Standard Vented,Electric,,,,7.4,43.7,26.96,30.48,3.93,608,59,Cottons/Low temp cycle with default dryness setting of Dry and default eDry On,"Sanitization cycle,Drum light,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,No,,11/22/2021,12/16/2021,Canada,ES_92277_GTD65EBMR***_121620211021267_5429623,No
2246397,GE,GTD65GB*J***,GTD65GB*J***,,,Gas Standard Vented,Gas,,,,7.4,43.7,26.96,30.48,3.48,687,76,COTTONS/LOW TEMP CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Sanitization cycle,Drum light,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,No,,09/01/2015,08/23/2015,"United States, Canada",ES_1123206_GTD65GB*J***_08242015155701_1821764,No
2274065,GE,GTD65GB*K***,GTD65GB*K***,,757638970914,Gas Standard Vented,Gas,,,,7.4,43.7,26.96,30.48,3.48,687,77,COTTONS/LOW TEMP CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Sanitization cycle,Drum light,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,Yes,"ES_1123206_GTW680BSJ3WS_07082016164816_6496700,ES_1123206_GTW680BSJ4WS_12122016184150_8110488,ES_1123206_GTW680BSJ4WS_02142018122007_0807403",10/03/2016,08/02/2016,Canada,ES_1123206_GTD65GB*K***_08032016202149_5709741,No
2297024,GE,GTD65GBSJ0WS,GTD65GB*L***,,84691825128,Gas Standard Vented,Gas,,,,7.4,43.7,26.96,30.48,3.48,687,77,"COTTONS CYCLE, LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON","Drum light,Time remaining display",Vented,,,No,,,,,No,,06/05/2017,06/05/2017,United States,ES_1123206_GTD65GB*L***_06052017123211_5931413,No
2389474,GE,GTD65GBMR***,GTD65GBMR***,"GTD65GBMRWS,GTD65GBMRWS,",757638372176,Gas Standard Vented,Gas,,,,7.4,43.7,26.96,30.48,3.48,687,77,Cottons/Low temp cycle with default dryness setting of Dry and default eDry On,"Sanitization cycle,Drum light,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,No,,11/22/2021,12/16/2021,Canada,ES_92277_GTD65GBMR***_121520210817288_6818240,No
2400658,GE,GTD69EB*T***,GTD69EB*T***,,757638373036,Electric Standard Vented,Electric,,,,7.4,43.7,26.96,30.48,3.93,608,59,Cottons/Low Temp/Dry/eDry,"Sanitization cycle,Drum light,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,No,,08/29/2022,08/25/2022,Canada,ES_92277_GTD69EB*T***_082220222040451_9313632,No
2339705,GE,M74E_1_N,GTD72EB*N***,",GTD72EBPNDG,; ,GTD72EBSNWS,",084691843115,Electric Standard Vented,Electric,,,,7.4,46,27,30.5,3.93,608,59,COTTONS NORMAL WITH THE DEFAULT ECODRY ON,"Sanitization cycle,Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,Yes,"ES_1123206_GTW720B*N***_07032019154626_8786582, ES_1123206_GTW725B*N***_06252019162159_9719000",06/17/2019,06/13/2019,United States,ES_1123206_GTD72EB*N***_06132019151328_8808992,No
2339707,GE,M74E_1_N,GTD72EB*N***,",GTD72EBMNDG,; ,GTD72EBMNWS,",757638360401,Electric Standard Vented,Electric,,,,7.4,46,27,30.5,3.93,608,59,COTTONS NORMAL WITH THE DEFAULT ECODRY ON,"Sanitization cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,"ES_1123206_GTW720B*N***_07032019154626_8786582, ES_1123206_GTW725B*N***_06252019162159_9719000",06/17/2019,06/13/2019,Canada,ES_1123206_GTD72EB*N***_06132019151546_8946196,No
2339708,GE,M74G_4_N,GTD72GB*N***,",GTD72GBMNWS,",757638360418,Gas Standard Vented,Gas,,,,7.4,46,27,30.5,3.48,687,67,COTTONS NORMAL WITH THE DEFAULT ECODRY ON,"Sanitization cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,"ES_1123206_GTW720B*N***_07032019154626_8786582, ES_1123206_GTW725B*N***_06252019162159_9719000",06/17/2019,06/13/2019,Canada,ES_1123206_GTD72GB*N***_06132019153207_9927091,No
2339709,GE,M74G_4_N,GTD72GB*N***,",GTD72GBPNDG,; ,GTD72GBSNWS,",084691843160,Gas Standard Vented,Gas,,,,7.4,46,27,30.5,3.48,687,67,COTTONS NORMAL WITH THE DEFAULT ECODRY ON,"Sanitization cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,"ES_1123206_GTW720B*N***_07032019154626_8786582, ES_1123206_GTW725B*N***_06252019162159_9719000",06/17/2019,06/13/2019,United States,ES_1123206_GTD72GB*N***_06132019153129_9889156,No
2299202,GE,GTD75ECML***,GTD75ECML***,,757638970761,Electric Standard Vented,Electric,,,,7.4,43.7,26.96,30.48,3.93,608,59,COTTONS CYCLE / LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display",Vented,,,No,,,,,Yes,ES_1123206_GTW750C*L***_05242017160757_2077084,07/01/2017,07/06/2017,Canada,ES_1123206_GTD75ECML***_07062017170010_0410417,No
2299203,GE,GTD75GCML***,GTD75GCML***,,757638970945,Gas Standard Vented,Gas,,,,7.4,43.7,26.96,30.48,3.48,687,75,COTTONS CYCLE / LOW TEMP WITH THE DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Drum light,Time remaining display",Vented,,,No,,,,,Yes,ES_1123206_GTW750C*L***_05242017160757_2077084,07/01/2017,07/06/2017,Canada,ES_1123206_GTD75GCML***_07062017170144_0504053,No
2341247,GE,M74E_1_NA,GTD84EC*N***,",GTD84ECPNDG,; ,GTD84ECSNWS,",084691843092,Electric Standard Vented,Electric,,,,7.4,48,27,30.5,3.93,608,58,"COTTONS NORMAL WITH THE DEFAULT ECODRY ON, TEMP - LOW, DRYNESS LEVEL - DRY","Time remaining display,Wrinkle prevention option,Sanitization cycle",Vented,,,No,,,,,Yes,"ES_1123206_GTW840C*N***_07122019153001_5401808, ES_1123206_GTW845C*N***_07312019132316_9396106",07/15/2019,07/10/2019,United States,ES_1123206_GTD84EC*N***_07162019133510_4110411,No
2389053,GE Profile,M74G_4_T,PTD70GB*T***,",PTD70GBPTDG,Diamond Gray; ,PTD70GBPTRS,Sapphire Blue; ,PTD70GBSTWS,White",084691880905;084691880950;084691903772,Gas Standard Vented,Gas,,,,7.4,43.88,27,31,3.48,687,62,"Normal Cottons w/ecoDry, Hot temp, Dry dryness","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,,,12/14/2021,01/13/2022,"United States, Canada",ES_1123206_PTD70GB*T***_12082021151724_9442244,No
2392869,GE Profile,M73E_1_T,PTD90EB*T***,",PTD90EBPTDG,Diamond Gray; ,PTD90EBPTRS,Sapphire Blue; ,PTD90EBSTWS,White",084691880967;084691880974;084691880981,Electric Standard Vented,Electric,,,,7.3,43.88,27,31,3.93,608,60,"Normal Cottons, Hot temperature, Dry dryness level, ecoDry default","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,"ES_1123206_PTW905B*T***_013020221836446_3707708,ES_1123206_PTW900B*T***_011020221107930_5044387",02/21/2022,02/09/2022,United States,ES_1123206_PTD90EB*T***_020820220937291_2755035,No
2392870,GE Profile,M73E_1_T,PTD90EB*T***,",PTD90EBMTDG,Diamond Gray; ,PTD90EBMTRS,Sapphire Blue; ,PTD90EBMTWS,White",757638372640,Electric Standard Vented,Electric,,,,7.3,43.88,27,31,3.93,608,60,"Normal Cottons, Hot temperature, Dry dryness level, ecoDry default","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,"ES_1123206_PTW905B*T***_013020221836446_3707708,ES_1123206_PTW900B*T***_011020221107930_5044387",02/21/2022,02/09/2022,Canada,ES_1123206_PTD90EB*T***_020920221227311_3261056,No
2392868,GE Profile,M73G_4_T,PTD90GB*T***,",PTD90GBPTDG,Diamond Gray; ,PTD90GBPTRS,Sapphire Blue; ,PTD90GBSTWS,White",084691880912;084691880929;084691880998,Gas Standard Vented,Gas,,,,7.3,43.88,27,31,3.48,687,61,"Normal Cottons, Hot temperature, Dry dryness level, ecoDry default","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,"ES_1123206_PTW905B*T***_013020221836446_3707708,ES_1123206_PTW900B*T***_011020221107930_5044387",02/21/2022,02/09/2022,"United States, Canada",ES_1123206_PTD90GB*T***_020820220836249_9336129,No
