ENERGY STAR Unique ID,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Fuel Type,Special Type,Heat Pump Technology,Voltage (V),Drum Capacity (cu-ft),Height (inches),Width (inches),Depth (inches),Combined Energy Factor (CEF),Estimated Annual Energy Use (kWh/yr),Estimated Energy Test Cycle Time (min),Energy Test Cycle Information,Additional Dryer Features,Vented or Ventless,Refrigerant Type,Refrigerant with GWP,Connected,Connects Using,Communication Standard - Application Layer,Direct on-premises Open-standard Based Interconnection,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh),Paired ENERGY STAR Clothes Washer Available,Paired ENERGY STAR Clothes Washer ENERGY STAR Model Identifier,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2374521,Miele,Miele,TWD160WP,,4002516378556,Electric Compact Ventless 120V,Electric,,Heat Pump,120,4.1,33.47,23.46,25.79,6.37,133,37,"Cotton, Normal","Filter cleaning indicator,Drum light,Other,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,4.36,Yes,ES_1105859_WWD160 WCS_03252021114453_80074358,07/08/2021,02/23/2021,United States,ES_0031629_TWD160WP_03022021122513_80072802,Yes
2374520,Miele,Miele,TWD360WP,,4002516379409,Electric Compact Ventless 120V,Electric,,Heat Pump,120,4.1,33.47,23.46,25.31,6.37,133,37,"Cotton, Normal","Filter cleaning indicator,Drum light,Other,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,4.36,Yes,ES_1105859_WWD660 WCS_03252021114453_80074358,07/08/2021,02/23/2021,United States,ES_0031629_TWD360WP_03022021122513_80072802,Yes
2308246,Miele,Miele,TWF160 WP,,4002515837290,Electric Compact Ventless 120V,Electric,,Heat Pump,120,4.1,33.46,23.46,25.31,6.37,133,35,Cotton normal,"Drum light,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator",Ventless,,,No,,,,4.36,Yes,ES_31629_WWF060_11252017012640_70163416,01/01/2018,12/20/2017,"United States, Canada",ES_1141072_TWF160 WP_12222017121317_70168085,Yes
2308247,Miele,Miele,TWI180 WP,,4002515837467,Electric Compact Ventless 120V,Electric,,Heat Pump,120,4.1,33.46,23.46,25.31,6.37,133,35,Cotton normal +,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Filter cleaning indicator",Ventless,,,No,,,,4.36,Yes,"ES_31629_WWH660_11252017012640_70163416, ES_31629_WWH860_11252017012640_70163416",01/01/2018,12/20/2017,"United States, Canada",ES_1141072_TWI180 WP_12222017121317_70168085,Yes
2374518,Miele,Miele,TWI680WP,,4002516378563,Electric Compact Ventless 120V,Electric,,Heat Pump,120,4.1,33.47,23.46,25.31,6.37,133,37,"Cotton, Normal","Filter cleaning indicator,Other,Drum light,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,4.36,Yes,ES_1105859_WXI860 WCS_03252021114453_80074358,07/08/2021,02/23/2021,United States,ES_0031629_TWI680WP_03022021122513_80072802,Yes
2374522,Miele,Miele,TXD160WP,,4002516379775,Electric Compact Ventless 120V,Electric,,Heat Pump,120,4.1,33.47,23.46,25.79,6.37,133,37,"Cotton, Normal","Filter cleaning indicator,Drum light,Other,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,4.36,Yes,ES_1105859_WXD160 WCS_03252021114453_80074358,07/08/2021,02/23/2021,"United States, Canada",ES_0031629_TXD160WP_03022021122513_80072802,Yes
2374519,Miele,Miele,TXI680WP,,4002516379829,Electric Compact Ventless 120V,Electric,,Heat Pump,120,4.1,33.47,23.46,25.31,6.37,133,37,"Cotton, Normal","Filter cleaning indicator,Drum light,Other,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,4.36,Yes,"ES_1105859_WXF660 WCS_03252021114453_80074358, ES_1105859_WWF660 WCS_03252021114453_80074358",07/08/2021,02/23/2021,"United States, Canada",ES_0031629_TXI680WP_03022021122513_80072802,Yes
2374517,Miele,Miele,TXR860WP,,4002516379836,Electric Compact Ventless 120V,Electric,,Heat Pump,120,4.1,33.47,23.46,25.31,6.37,133,37,"Cotton, Normal","Filter cleaning indicator,Drum light,Other,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,4.36,No,,08/01/2021,02/23/2021,"United States, Canada",ES_0031629_TXR860WP_03022021122513_80072802,Yes
2325657,Samsung,DV22N680*H*,DV22N680*H*,,,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4,33.5,23.6,25.6,5.85,145,60,"Normal cycle, Automatic Termination, Normal Dry level","Drum light,Wrinkle prevention option",Ventless,,,No,,,,5.08,No,,10/15/2018,09/07/2018,"United States, Canada",ES_1023593_DV22N680*H*_09102018024207_70196935,Yes
2282546,Maytag,MEDB955FC*,MEDB955FC*,,883049362205,Electric Standard Vented,Electric,,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,Yes,ES_22856_MVWB955F**_08222016220340_3420991,04/25/2016,10/27/2016,United States,ES_22856_MEDB955FC*_10272016163804_6284667,No
2282547,Maytag,MEDB955FS*,MEDB955FS*,,883049390918,Electric Standard Vented,Electric,,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,Yes,ES_22856_MVWB955F**_08222016220340_3420991,04/25/2016,10/27/2016,United States,ES_22856_MEDB955FS*_10272016164112_6472963,No
2282548,Maytag,MEDB955FW*,MEDB955FW*,,883049362199,Electric Standard Vented,Electric,,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,Yes,ES_22856_MVWB955F**_08222016220340_3420991,04/25/2016,10/27/2016,United States,ES_22856_MEDB955FW*_10272016170521_7921256,No
2327895,Maytag,MGD5630H**,MGD5630H**,,883049458281,Gas Standard Vented,Gas,,,,7.3,38,27,31,3.48,687,68,"NORMAL, HIGH HEAT (5 BARS), DRYNESS LEVEL, NORMAL (2 BARS), AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,No,,Yes,ES_15649_MHW5630H**_10142018184935_2975704,10/22/2018,09/26/2018,"United States, Canada",ES_1129244_MGD5630H**_10142018213837_3117201,No
2400689,Maytag,A22JBI7AI0,MGD5630M**,,883049626543,Gas Standard Vented,Gas,,,,7.4,38,27,31,3.48,687,67,"Normal, High Temp, Normal Dry","Drum light,Time remaining display",Vented,,,No,,,,,Yes,ES_22856_MHW5630M**_062320221618117_6794710,08/01/2022,08/26/2022,"United States, Canada",ES_22856_MGD5630M**_082620221533556_7834086,No
2327896,Maytag,MGD6630H**,MGD6630H**,,883049458298,Gas Standard Vented,Gas,,,,7.3,38,27,31,3.48,687,68,"NORMAL, HIGH HEAT (5 BARS), DRYNESS LEVEL, NORMAL (2 BARS), AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,No,,Yes,ES_15649_MHW6630H**_10142018185017_3017925,10/22/2018,09/26/2018,"United States, Canada",ES_1129244_MGD6630H**_10142018213725_3045415,No
2400690,Maytag,A22JBI7AI0,MGD6630M**,,883049626550,Gas Standard Vented,Gas,,,,7.4,38,27,31,3.48,687,67,"Normal, High Temp, Normal Dry","Drum light,Time remaining display",Vented,,,No,,,,,Yes,ES_22856_MHW6630M**_062320221618590_4508742,08/01/2022,08/26/2022,"United States, Canada",ES_22856_MGD6630M**_08262022153481_2249995,No
2345403,Maytag,MGD7230H**,MGD7230H**,,883049464138,Gas Standard Vented,Gas,,,,7.4,42.5,27,31,3.48,687,66,"NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS)","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,Yes,ES_22856_MVW7230H**_08242019191053_3853439,10/14/2019,08/23/2019,"United States, Canada",ES_22856_MGD7230H**_08242019192953_4993100,No
2345400,Maytag,MGD8230H**,MGD8230H**,,883049464152,Gas Standard Vented,Gas,,,,8.8,42.25,29,32.25,3.48,687,67,"NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS)","Time remaining display,Drum light,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,Yes,ES_22856_MVW8230H**_08242019183901_1941075,10/14/2019,08/20/2019,"United States, Canada",ES_22856_MGD8230H**_08202019184724_6844383,No
2327897,Maytag,MGD8630H**,MGD8630H**,,883049458809,Gas Standard Vented,Gas,,,,7.3,38,27,31,3.48,687,68,"NORMAL, HIGH HEAT (5 BARS), DRYNESS LEVEL, NORMAL (2 BARS), AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,Yes,Wi-Fi,"Other,Cloud Rest API",No,,Yes,ES_15649_MHW8630H**_10142018185059_3059240,10/22/2018,09/26/2018,"United States, Canada",ES_1129244_MGD8630H**_10142018213503_2903417,No
2282557,Maytag,MGDB955FC*,MGDB955FC*,,883049362342,Gas Standard Vented,Gas,,,,9.2,41,29,33,3.48,687,61,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,Yes,ES_22856_MVWB955F**_08222016220340_3420991,04/25/2016,10/27/2016,"United States, Canada",ES_22856_MGDB955FC*_10272016172204_8924063,No
2282558,Maytag,MGDB955FS*,MGDB955FS*,,883049390932,Gas Standard Vented,Gas,,,,9.2,41,29,33,3.48,687,60,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,Yes,ES_22856_MVWB955F**_08222016220340_3420991,04/25/2016,10/27/2016,"United States, Canada",ES_22856_MGDB955FS*_10272016172337_9017668,No
2282559,Maytag,MGDB955FW*,MGDB955FW*,,883049362335,Gas Standard Vented,Gas,,,,9.2,41,29,33,3.48,687,60,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,Yes,ES_22856_MVWB955F**_08222016220340_3420991,04/25/2016,10/27/2016,"United States, Canada",ES_22856_MGDB955FW*_10272016172601_9161671,No
2265518,Maytag,YMED3100D*+,YMED3100D*+,,,Electric Standard Vented,Electric,,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,,Yes,ES_0022856_MHW3100D*+_02102015015120_70023227,06/01/2016,04/28/2016,Canada,ES_22856_YMED3100D*+_04282016175038_5838636,No
2265536,Maytag,YMED3500FW*,YMED3500FW*,,,Electric Standard Vented,Electric,,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YMED3500FW*_04282016181945_7585499,No
2265519,Maytag,YMED4100D*+,YMED4100D*+,,,Electric Standard Vented,Electric,,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,,Yes,ES_0022856_MHW4100D*+_02102015015120_70023227,06/01/2016,04/28/2016,Canada,ES_22856_YMED4100D*+_04282016175137_5897632,No
2265520,Maytag,YMED5100D*+,YMED5100D*+,,,Electric Standard Vented,Electric,,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,,Yes,ES_0022856_MHW5100D*+_02102015015120_70023227,06/01/2016,04/28/2016,Canada,ES_22856_YMED5100D*+_04282016175207_5927841,No
2216962,LG,DLG3171*,DLG3171*,,048231014755,Gas Standard Vented,Gas,,,,7.4,42.75,27,28.33,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,No,,08/22/2014,07/31/2014,"United States, Canada",ES_1118034_DLGX3171*_08012014043834_2751151,No
2294650,LG,DLG3181*,DLG3181*,,048231024037,Gas Standard Vented,Gas,,,,7.4,40.19,27,28.94,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,No,,04/13/2017,04/13/2017,"United States, Canada",ES_1118034_DLG3181*_04202017041626_70132177,No
2350502,LG,DLG3401*,DLG3401*,,048231028042,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,11/26/2019,11/26/2019,"United States, Canada",ES_1118034_DLG3401*_11282019124520_80024957,No
2340231,LG,DLG3461*,DLG3461*,,048231028073;048231028103,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,No,,06/28/2019,06/20/2019,"United States, Canada",ES_1118034_DLG3461*_06242019031743_80008622,No
2403709,LG,DLG3471*,DLG3471*,,195174048634;195174049976,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,10/24/2022,10/25/2022,"United States, Canada",ES_1118034_DLG3471*_10262022051330_80146657,No
2310528,LG,DLG3501*,DLG3501*,,048231025003,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,No,,02/12/2018,02/12/2018,"United States, Canada",ES_1118034_DLG3501*_02122018095146_70170997,No
2357705,LG,DLG3601*,DLG3601*,,048231028325;048231028349,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,04/03/2020,04/03/2020,"United States, Canada",ES_1118034_DLG3601*_04062020043320_80038743,No
2403713,LG,DLG6101*,DLG6101*,,195174035306,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,10/24/2022,10/25/2022,"United States, Canada",ES_1118034_DLG6101*_10262022051330_80146657,No
2370528,LG,DLG7001*,DLG7001*,,195174004135,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,12/02/2020,12/02/2020,"United States, Canada",ES_1118034_DLG7001*_12042020084148_80064726,No
2294649,LG,DLG7051*,DLG7051*,,048231024068,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,No,,04/13/2017,04/13/2017,"United States, Canada",ES_1118034_DLG7051*_04202017041626_70132177,No
2340233,LG,DLG7061*E,DLG7061*E,,048231028134;048231028165,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,No,,06/28/2019,06/20/2019,"United States, Canada",ES_1118034_DLG7061*E_06242019031743_80008622,No
2308546,LG,DLG7101*,DLG7101*,,048231024006,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,No,,11/30/2017,12/22/2017,"United States, Canada",ES_1118034_DLG7101*_12292017012417_70163139,No
2357707,LG,DLG7151*,DLG7151*,,048231028455,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,04/03/2020,04/03/2020,"United States, Canada",ES_1118034_DLG7151*_04062020043320_80038743,No
2286906,LG,DLG7201*E,DLG7201*E,,048231020299;048231024563,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,,,12/04/2016,12/13/2016,"United States, Canada",ES_1118034_DLG7201*E_12222016065418_70112790,No
2324037,LG,DLG7301*E,DLG7301*E,,048231026390;048231026413,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,No,,08/10/2018,08/03/2018,"United States, Canada",ES_1118034_DLG7301*E_08072018043658_70193797,No
2387139,LG,DLG7401*E,DLG7401*E,,195174026656;195174026694,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,11/08/2021,11/02/2021,"United States, Canada",ES_1118034_DLG7401*E_11022021073118_80105370,No
2216961,LG,DLGX3371*,DLGX3371*,,048231014076;048231014106;048231014816,Gas Standard Vented,Gas,,,,7.4,42.75,27,28.33,3.49,685,57,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,No,,08/22/2014,07/31/2014,"United States, Canada",ES_1118034_DLGX3371*_08012014043834_2751151,No
2310526,LG,DLGX3701*,DLGX3701*,,048231024938;048231024976;048231025089,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,69,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,,No,,02/12/2018,02/12/2018,"United States, Canada",ES_1118034_DLGX3701*_02122018095146_70170997,No
2310524,LG,DLGX3901*,DLGX3901*,,048231025188;048231025201;048231026444,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,,No,,02/12/2018,02/12/2018,"United States, Canada",ES_1118034_DLGX3901*_02122018095146_70170997,No
2357703,LG,DLGX4001*,DLGX4001*,,048231028363;048231028387,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,69,Normal_Normal Dry,"Steam cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,04/03/2020,04/03/2020,"United States, Canada",ES_1118034_DLGX4001*_04062020043320_80038743,No
2394240,LG,DLGX4081*,DLGX4081*,,195174036921;195174037027,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,69,Normal_Normal Dry,"Steam cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,03/31/2022,03/28/2022,"United States, Canada",ES_1118034_DLGX4081*_03302022123303_80119590,No
2357701,LG,DLGX4201*,DLGX4201*,,048231028400;048231028424,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Steam cycle,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,04/03/2020,04/03/2020,"United States, Canada",ES_1118034_DLGX4201*_04062020043320_80038743,No
2216963,LG,DLGX4271*,DLGX4271*,,048231014472;048231014502,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,,No,,08/22/2014,07/31/2014,"United States, Canada",ES_1118034_DLGX4271*_08012014043834_2751151,No
2274692,LG,DLGX4371*,DLGX4371*,,048231013284;048231013314;048231018807,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,57,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,No,,08/23/2016,08/11/2016,"United States, Canada",ES_1118034_DLGX4371*_08112016123245_70093199,No
2335461,LG,DLGX4501*,DLGX4501*,,048231026796;048231026826,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,,No,,03/28/2019,03/28/2019,"United States, Canada",ES_1118034_DLGX4501*_03282019082806_70220967,No
2256236,LG,DLGX5001*,DLGX5001*,,048231015325;048231015332,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,73,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,,,12/17/2015,12/17/2015,"United States, Canada",ES_1118034_DLGX5001*_01072016065849_70059098,No
2295779,LG,DLGX5006*,DLGX5006*,,048231019057,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,63,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,No,,05/24/2017,05/10/2017,"United States, Canada",ES_1118034_DLGX5006*_05112017113153_70137001,No
2256237,LG,DLGX5011*,DLGX5011*,,,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,73,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,,,12/17/2015,12/17/2015,"United States, Canada",ES_1118034_DLGX5011*_01072016065849_70059098,No
2404551,LG,DLGX5501*,DLGX5501*,,195174048894;195174048900,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,11/14/2022,11/14/2022,"United States, Canada",ES_1118034_DLGX5501*_11152022124752_80148678,No
2225228,LG,DLGX5781*E,DLGX5781*E,,048231015554;048231015578,Gas Standard Vented,Gas,,,,7.3,45.44,27,28.94,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_DLGX5781*E_11172014020527_2776157,No
2403710,LG,DLGX6501*,DLGX6501*,,195174048535;195174052969,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,11/01/2022,10/25/2022,"United States, Canada",ES_1118034_DLGX6501*_10262022051330_80146657,No
2397072,LG,DLGX6701*,DLGX6701*,,195174036983,Gas Standard Vented,Gas,,,,7.4,38.69,27,30,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,05/30/2022,05/19/2022,"United States, Canada",ES_1118034_DLGX6701*_06012022120649_5550001_,No
2394242,LG,DLGX7481*E,DLGX7481*E,,195174036723,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,03/31/2022,03/28/2022,"United States, Canada",ES_1118034_DLGX7481*E_03302022123303_80119590,No
2263531,LG,DLGX7601*,DLGX7601*,,048231025904,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,No,,04/03/2016,03/31/2016,"United States, Canada",ES_1118034_DLGX7601*03312016023947_70071708,No
2263532,LG,DLGX7601*E,DLGX7601*E,,048231017084,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,,,,12/04/2016,12/13/2016,"United States, Canada",ES_1118034_DLGX7601*E03312016023947_70071708,No
2329850,LG,DLGX7801*E,DLGX7801*E,,048231015516;048231027359,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,No,,11/14/2018,11/14/2018,"United States, Canada",ES_1118034_DLGX7801*E_11152018113834_70206072,No
2354243,LG,DLGX7881*E,DLGX7881*E,,048231028530,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,01/29/2020,01/29/2020,"United States, Canada",ES_1118034_DLGX7881*E_01292020021527_80031961,No
2329848,LG,DLGX7901*E,DLGX7901*E,,048231015509,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,No,,11/14/2018,11/14/2018,"United States, Canada",ES_1118034_DLGX7901*E_11152018113834_70206072,No
2390060,LG,DLGX8901*,DLGX8901*,,195174024843,Gas Standard Vented,Gas,,,,9,40.81,29,32.06,3.49,685,63,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,12/22/2021,12/21/2021,"United States, Canada",ES_1118034_DLGX8901*_01042022032517_80111018,No
2390061,LG,DLGX8981*,DLGX8981*,,195174024881,Gas Standard Vented,Gas,,,,9,40.81,29,32.06,3.49,685,63,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,No,,12/22/2021,12/21/2021,"United States, Canada",ES_1118034_DLGX8981*_01042022032517_80111018,No
2225226,LG,DLGY1702*E,DLGY1702*E,,048231014618;048231014632,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,57,Cotton/Normal_Normal Dry,"Drum light,Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,,No,,11/21/2014,11/17/2014,"United States, Canada",ES_0015649_DLGY1702*E_11172014020527_2776157,No
2297396,LG,DLGY1902*E,DLGY1902*E,,048231020619;048231020640,Gas Standard Vented,Gas,,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle",Vented,,,No,,,,,No,,01/20/2017,01/20/2017,"United States, Canada",ES_1118034_DLGY1902*E_01232017115209_70118391,No
2370638,LG,DLHC1455*,DLHC1455*,,048231027977;048231027991,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4.2,33.5,23.63,27.25,6.4,133,40,Normal_Normal Dry,"Wrinkle prevention option,Time remaining display",Ventless,R-134a,R-134a (GWP:1430),No,,,,6.64,No,,12/07/2020,12/07/2020,"United States, Canada",ES_1118034_DLHC1455*_12082020115440_80065165,Yes
