Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,individual_model_number_modified
PHILIPS,50PFL5766/F7,50.0,92.9,0.3,,,160.0,https://images.philips.com/is/image/PhilipsConsumer/50PFL5766_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,50PFL5766/F7
PHILIPS,50PFL5806/F7,50.0,92.9,0.3,,,160.0,https://images.philips.com/is/image/PhilipsConsumer/50PFL5806_F7-A3P-global-001?$jpglarge$&wid=840&hei=360,No,50PFL5806/F7
PHILIPS,50PUL6553/F7,50.0,76.8,0.5,,,160.0,https://images.philips.com/is/image/PhilipsConsumer/50PUL6553_F7-A3P-global-001?$jpglarge$&wid=1250,No,50PUL6553/F7
PHILIPS,50PUL6573/F7,50.0,76.8,0.5,,,160.0,https://images.philips.com/is/image/PhilipsConsumer/50PUL6573_F7-A3P-global-001?$jpglarge$&wid=1250,No,50PUL6573/F7
PHILIPS,50PUL6673/F7,50.0,125.0,0.5,,,128.0,https://images.philips.com/is/image/PhilipsConsumer/50PUL6673_F7-A3P-global-001?$jpglarge$&wid=960,No,50PUL6673/F7
PHILIPS,55PFL5704/F7 A,55.0,90.2,0.3,,,180.0,https://images.philips.com/is/image/PhilipsConsumer/55PFL5704_F7-A3P-global-001?$jpglarge$&wid=1250,No,55PFL5704/F7 A
PHILIPS,55PFL5756/F7,55.0,140.0,0.5,,,134.0,https://images.philips.com/is/image/PhilipsConsumer/70PFL5656_F7-A3P-global-001?$jpglarge$&wid=960,No,55PFL5756/F7
PHILIPS,55PFL5766/F6,55.0,106.0,0.3,,,180.0,https://images.philips.com/is/image/PhilipsConsumer/55PFL5766_F6-A3P-global-001?$jpglarge$&wid=420&hei=360,No,55PFL5766/F6
PHILIPS,55PUL6573/F7,55.0,85.5,0.5,,,178.0,https://images.philips.com/is/image/PhilipsConsumer/55PUL6573_F7-A3P-global-001?$jpglarge$&wid=1250,No,55PUL6573/F7
PHILIPS,55PUL6673/F7,55.0,140.0,0.5,,,195.0,https://images.philips.com/is/image/PhilipsConsumer/55PUL6673_F7-A3P-global-001?$jpglarge$&wid=960,No,55PUL6673/F7
PHILIPS,55PUL7552/F7,55.0,83.1,0.3,,,178.0,https://images.philips.com/is/image/PhilipsConsumer/55PUL7552_F7-A3P-global-001?$jpglarge$&wid=630&hei=540,No,55PUL7552/F7
PHILIPS,55PUL7672/F7,55.0,89.2,0.3,,,178.0,https://images.philips.com/is/image/PhilipsConsumer/55PUL7672_F7-A3P-global-001?$jpglarge$&wid=1250,No,55PUL7672/F7
PHILIPS,65PFL4864/F7 C,64.5,105.0,0.4,,,245.0,https://images.philips.com/is/image/PhilipsConsumer/65PFL4864_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,65PFL4864/F7 C
PHILIPS,65PFL4864/F7 W,65.0,88.1,0.5,,,160.0,https://images.philips.com/is/image/PhilipsConsumer/65PFL4864_F7-A3P-global-001?$jpglarge$&wid=1250,No,65PFL4864/F7 W
PHILIPS,65PFL5604/F7,65.0,102.0,0.3,,,245.0,https://images.philips.com/is/image/PhilipsConsumer/65PFL5604_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,65PFL5604/F7
PHILIPS,65PFL5766/F7,65.0,139.0,0.3,,,245.0,https://images.philips.com/is/image/PhilipsConsumer/65PFL5766_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,65PFL5766/F7
PHILIPS,65PFL5766/F7 D,65.0,139.0,0.3,,,245.0,https://images.philips.com/is/image/PhilipsConsumer/65PFL5766_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,65PFL5766/F7 D
PHILIPS,65PUL6573/F7,65.0,88.9,0.4,,,185.0,https://images.philips.com/is/image/PhilipsConsumer/65PUL6573_F7-A3P-global-001?$jpglarge$&wid=1250,No,65PUL6573/F7
PHILIPS,75PFL4864/F7,74.5,130.0,0.45,,,400.0,https://images.philips.com/is/image/PhilipsConsumer/75PFL4864_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,75PFL4864/F7
PHILIPS,75PFL5604/F7 A,74.5,160.0,0.34,,,400.0,https://images.philips.com/is/image/PhilipsConsumer/75PFL5604_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,75PFL5604/F7 A
PHILIPS,75PUL6673/F7,75.0,260.0,0.5,,,214.0,https://images.philips.com/is/image/PhilipsConsumer/75PUL6673_F7-A3P-global-001?$jpglarge$&wid=960,No,75PUL6673/F7
SANYO,FW32R19F,31.5,23.5,0.5,,,60.0,https://www.sanyo-av.com/us/product/product.php?id=721,No,FW32R19F
SILO,SL4323GA,42.5,62.0,0.5,1.0,,120.0,http://silotv.net/,No,SL4323GA
Samsung,QN75QN850AF,75.0,192.0,0.5,1.5,,361.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn850afxza-energylabel.pdf,No,QN75QN850AF
Samsung,QN65QN850AF,65.0,178.0,0.5,1.5,,335.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn850afxza-energylabel.pdf,No,QN65QN850AF
Samsung,QN70Q62AAF,70.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn70q62aafxza-energylabel.pdf,No,QN70Q62AAF
Samsung,QN70Q60AAF,70.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn70q60aafxza-energylabel.pdf,No,QN70Q60AAF
Samsung,QN70Q6DAAF,70.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn70q6daafxza-energylabel.pdf,No,QN70Q6DAAF
Samsung,UN55AU8000B,55.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55au8000bxza-energylabel.pdf,No,UN55AU8000B
Samsung,UN55AU8200F,55.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55au8200fxza-energylabel.pdf,No,UN55AU8200F
Samsung,UN55AU800DF,55.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55au800dfxza-energylabel.pdf,No,UN55AU800DF
Samsung,UN55AU8000F,55.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55au8000fxza-energylabel.pdf,No,UN55AU8000F
Samsung,QN65QN800AF,65.0,178.0,0.5,1.5,,335.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn800afxza-energylabel.pdf,No,QN65QN800AF
Samsung,QN55QN9DAAF,55.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn9daafxza-energylabel.pdf,No,QN55QN9DAAF
Samsung,QN55QN90AAF,55.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn90aafxza-energylabel.pdf,No,QN55QN90AAF
Samsung,QN85QN85AAF,85.0,104.0,0.5,1.5,,200.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn85aafxza-energylabel.pdf,No,QN85QN85AAF
Samsung,QN75QN85DAF,75.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn85dafxza-energylabel.pdf,No,QN75QN85DAF
Samsung,QN75QN88AAF,75.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn88aafxza-energylabel.pdf,No,QN75QN88AAF
Samsung,QN75QN85AAF,75.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn85aafxza-energylabel.pdf,No,QN75QN85AAF
Samsung,QN55Q7DAAF,55.0,71.0,0.5,1.5,,140.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q7daafxza-energylabel.pdf,No,QN55Q7DAAF
Samsung,QN55Q72AAF,55.0,71.0,0.5,1.5,,140.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q72aafxza-energylabel.pdf,No,QN55Q72AAF
Samsung,UN75AU800DF,75.0,122.0,0.5,1.5,,233.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un75au800dfxza-energylabel.pdf,No,UN75AU800DF
Samsung,UN75AU8000F,75.0,122.0,0.5,1.5,,233.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un75au8000fxza-energylabel.pdf,No,UN75AU8000F
Samsung,UN65AU8000B,65.0,93.0,0.5,1.5,,180.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65au8000bxza-energylabel.pdf,No,UN65AU8000B
Samsung,UN65AU8000F,65.0,93.0,0.5,1.5,,180.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65au8000fxza-energylabel.pdf,No,UN65AU8000F
Samsung,UN50AU8200F,50.0,72.0,0.5,1.5,,142.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50au8200fxza-energylabel.pdf,No,UN50AU8200F
Samsung,UN43AU8200F,43.0,56.0,0.5,1.5,,113.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43au8200fxza-energylabel.pdf,No,UN43AU8200F
Samsung,UN43AU8000F,43.0,56.0,0.5,1.5,,113.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43au8000fxza-energylabel.pdf,No,UN43AU8000F
Samsung,QN43LS03AAF,43.0,62.0,0.5,1.5,,124.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43ls03aafxza-energylabel.pdf,No,QN43LS03AAF
Samsung,QN65QN90AAF,65.0,104.0,0.5,1.5,,200.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn90aafxza-energylabel.pdf,No,QN65QN90AAF
Samsung,QN55QN88AAF,55.0,77.0,0.5,1.5,,151.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn88aafxza-energylabel.pdf,No,QN55QN88AAF
Samsung,QN82Q60TAF,82.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn82q60tafxza-energylabel.pdf,No,QN82Q60TAF
Samsung,QN50LS03AAF,50.0,66.0,0.5,1.5,,131.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50ls03aafxza-energylabel.pdf,No,QN50LS03AAF
Samsung,QN85Q8DAAF,85.0,162.0,0.5,1.5,,306.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85q8daafxza-energylabel.pdf,No,QN85Q8DAAF
Samsung,QN85Q70AAF,85.0,121.0,0.5,1.5,,231.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85q70aafxza-energylabel.pdf,No,QN85Q70AAF
Samsung,QN55Q8DAAF,55.0,88.0,0.5,1.5,,171.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q8daafxza-energylabel.pdf,No,QN55Q8DAAF
Samsung,QN55Q82AAF,55.0,88.0,0.5,1.5,,171.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q82aafxza-energylabel.pdf,No,QN55Q82AAF
Samsung,QN55LS03AAF,55.0,88.0,0.5,1.5,,171.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55ls03aafxza-energylabel.pdf,No,QN55LS03AAF
Samsung,QN75Q8DAAF,75.0,118.0,0.5,1.5,,226.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q8daafxza-energylabel.pdf,No,QN75Q8DAAF
Samsung,QN75Q82AAF,75.0,118.0,0.5,1.5,,226.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q82aafxza-energylabel.pdf,No,QN75Q82AAF
Samsung,QN75Q80AAF,75.0,118.0,0.5,1.5,,226.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q80aafxza-energylabel.pdf,No,QN75Q80AAF
Samsung,QN75Q7DAAF,75.0,86.0,0.5,1.5,,167.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q7daafxza-energylabel.pdf,No,QN75Q7DAAF
Samsung,QN75Q70AAF,75.0,86.0,0.5,1.5,,167.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q70aafxza-energylabel.pdf,No,QN75Q70AAF
Samsung,QN65QN85DAF,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn85dafxza-energylabel.pdf,No,QN65QN85DAF
Samsung,QN60Q60AAF,60.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn60q60aafxza-energylabel.pdf,No,QN60Q60AAF
Samsung,QN60Q6DAAF,60.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn60q6daafxza-energylabel.pdf,No,QN60Q6DAAF
Samsung,QN85Q6DAAF,85.0,92.0,0.5,1.5,,178.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85q6daafxza-energylabel.pdf,No,QN85Q6DAAF
Samsung,QN65Q72AAF,65.0,77.0,0.5,1.5,,151.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q72aafxza-energylabel.pdf,No,QN65Q72AAF
Samsung,QN65Q70AAF,65.0,77.0,0.5,1.5,,151.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q70aafxza-energylabel.pdf,No,QN65Q70AAF
Samsung,QN65Q60ABF,65.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q60abfxza-energylabel.pdf,No,QN65Q60ABF
Samsung,QN75Q60ABF,75.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q60abfxza-energylabel.pdf,No,QN75Q60ABF
Samsung,QN50Q62AAF,50.0,54.0,0.5,1.5,,109.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50q62aafxza-energylabel.pdf,No,QN50Q62AAF
Samsung,QN65QN800CF,65.0,167.0,0.5,1.5,,315.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn800cfxza-energylabel.pdf,No,QN65QN800CF
Samsung,QN65Q82CAF,65.0,103.0,0.5,1.5,,198.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q82cafxza-energylabel.pdf,No,QN65Q82CAF
Samsung,QN65Q80CDF,65.0,103.0,0.5,1.5,,198.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q80cdfxza-energylabel.pdf,No,QN65Q80CDF
Samsung,QN55Q82CAF,55.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q82cafxza-energylabel.pdf,No,QN55Q82CAF
Samsung,QN55Q80CDF,55.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q80cdfxza-energylabel.pdf,No,QN55Q80CDF
Samsung,QN70Q60CDF,70.0,78.0,0.5,1.5,,153.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn70q60cdfxza-energylabel.pdf,No,QN70Q60CDF
Samsung,QN70Q60CAF,70.0,78.0,0.5,1.5,,153.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn70q60cafxza-energylabel.pdf,No,QN70Q60CAF
Samsung,UN50CU8000B,50.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50cu8000bxza-energylabel.pdf,No,UN50CU8000B
Samsung,UN50CU8000D,50.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50cu8000dxza-energylabel.pdf,No,UN50CU8000D
Samsung,UN50CU8000F,50.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50cu8000fxza-energylabel.pdf,No,UN50CU8000F
Samsung,QN50Q60CDF,50.0,51.0,0.5,1.5,,104.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50q60cdfxza-energylabel.pdf,No,QN50Q60CDF
Samsung,QN55Q60CAF,55.0,54.0,0.5,1.5,,109.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q60cafxza-energylabel.pdf,No,QN55Q60CAF
Samsung,QN43Q60CDF,43.0,52.0,0.5,1.5,,105.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43q60cdfxza-energylabel.pdf,No,QN43Q60CDF
Samsung,QN43Q60CAF,43.0,52.0,0.5,1.5,,105.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43q60cafxza-energylabel.pdf,No,QN43Q60CAF
Samsung,UN43CU8000F,43.0,56.0,0.5,1.5,,113.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43cu8000fxza-energylabel.pdf,No,UN43CU8000F
Samsung,UN65CU8000B,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu8000bxza-energylabel.pdf,No,UN65CU8000B
Samsung,UN65CU8000D,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu8000dxza-energylabel.pdf,No,UN65CU8000D
Samsung,UN65CU8200F,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu8200fxza-energylabel.pdf,No,UN65CU8200F
Samsung,UN65CU8000F,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu8000fxza-energylabel.pdf,No,UN65CU8000F
Samsung,QN65QN92CAF,65.0,83.0,0.5,1.5,,162.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn92cafxza-energylabel.pdf,No,QN65QN92CAF
Samsung,QN75Q60CBF,75.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q60cbfxza-energylabel.pdf,No,QN75Q60CBF
Samsung,QN75Q60CDF,75.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q60cdfxza-energylabel.pdf,No,QN75Q60CDF
Samsung,QN75Q60CAF,75.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q60cafxza-energylabel.pdf,No,QN75Q60CAF
Samsung,QN65QN85CDF,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn85cdfxza-energylabel.pdf,No,QN65QN85CDF
Samsung,QN65QN88CAF,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn88cafxza-energylabel.pdf,No,QN65QN88CAF
Samsung,QN55QN85CDF,55.0,67.0,0.5,1.5,,133.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn85cdfxza-energylabel.pdf,No,QN55QN85CDF
Samsung,QN55QN88CAF,55.0,67.0,0.5,1.5,,133.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn88cafxza-energylabel.pdf,No,QN55QN88CAF
Samsung,QN85Q70CAF,85.0,104.0,0.5,1.5,,200.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-uqn85q70cafxza-energylabel.pdf,No,QN85Q70CAF
Samsung,QN65Q70CDF,65.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q70cdfxza-energylabel.pdf,No,QN65Q70CDF
Samsung,QN55QN90CDF,55.0,72.0,0.5,1.5,,146.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn90cdfxza-energylabel.pdf,No,QN55QN90CDF
Samsung,UN70CU7000B,70.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un70cu7000bxza-energylabel.pdf,No,UN70CU7000B
Samsung,UN70CU7000D,70.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un70cu7000dxza-energylabel.pdf,No,UN70CU7000D
Samsung,UN65CU7000B,65.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu7000bxza-energylabel.pdf,No,UN65CU7000B
Samsung,UN65CU7000D,65.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu7000dxza-energylabel.pdf,No,UN65CU7000D
Samsung,UN65CU7000F,65.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu7000fxza-energylabel.pdf,No,UN65CU7000F
Samsung,UN55CU7000B,55.0,62.0,0.5,1.5,,124.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55cu7000bxza-energylabel.pdf,No,UN55CU7000B
Samsung,UN55CU7000D,55.0,62.0,0.5,1.5,,124.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55cu7000dxza-energylabel.pdf,No,UN55CU7000D
Samsung,UN55CU7000F,55.0,62.0,0.5,1.5,,124.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55cu7000fxza-energylabel.pdf,No,UN55CU7000F
Samsung,UN50CU7000B,50.0,63.0,0.5,1.5,,125.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50cu7000bxza-energylabel.pdf,No,UN50CU7000B
Samsung,UN43CU7000F,43.0,55.0,0.5,1.5,,111.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43cu7000fxza-energylabel.pdf,No,UN43CU7000F
Samsung,UN85TU690TF,85.0,99.0,0.5,1.5,,191.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un85tu690tfxza-energylabel.pdf,No,UN85TU690TF
Samsung,HG55Q60BANF,55.0,56.0,0.5,1.5,,113.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg55q60banfxza-energylabel.pdf,No,HG55Q60BANF
Samsung,HG50Q60BANF,50.0,52.0,0.5,1.5,,105.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg50q60banfxza-energylabel.pdf,No,HG50Q60BANF
Samsung,HG43Q60BANF,43.0,50.0,0.5,1.5,,102.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg43q60banfxza-energylabel.pdf,No,HG43Q60BANF
Samsung,QN65S95BDF,65.0,117.0,0.5,1.5,,224.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65s95bdfxza-energylabel.pdf,No,QN65S95BDF
Samsung,QN55S95BDF,55.0,100.0,0.5,1.5,,193.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55s95bdfxza-energylabel.pdf,No,QN55S95BDF
Samsung,HG55BU800NF,55.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg55bu800nfxza-energylabel.pdf,No,HG55BU800NF
Samsung,HG50BU800NF,50.0,63.0,0.5,1.5,,125.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg50bu800nfxza-energylabel.pdf,No,HG50BU800NF
Samsung,UN50RU7200F,50.0,55.0,0.4,1.5,,111.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50ru7200fxza-energylabel.pdf,No,UN50RU7200F
Samsung,UN50RU740DF,50.0,55.0,0.4,1.5,,111.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50ru740dfxza-energylabel.pdf,No,UN50RU740DF
Samsung,UN58RU7100F,58.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un58ru7100fxza-energylabel.pdf,No,UN58RU7100F
Samsung,UN58RU710DF,58.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un58ru710dfxza-energylabel.pdf,No,UN58RU710DF
Samsung,UN75RU7200F,75.0,90.0,0.4,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un75ru7200fxza-energylabel.pdf,No,UN75RU7200F
Samsung,QN55Q60RAF,65.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q60rafxza-energylabel.pdf,No,QN55Q60RAF
Samsung,QN65Q90RAF,65.0,115.0,0.4,1.5,,220.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q90rafxza-energylabel.pdf,No,QN65Q90RAF
Samsung,QN65Q900RBF,65.0,220.0,0.4,1.5,,412.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q900rbfxza-energylabel.pdf,No,QN65Q900RBF
Samsung,QN75Q900RBF,75.0,275.0,0.4,1.5,,512.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q900rbfxza-energylabel.pdf,No,QN75Q900RBF
Samsung,QN82Q900RBF,82.0,315.0,0.4,1.5,,585.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn82q900rbfxza-energylabel.pdf,No,QN82Q900RBF
Samsung,QN49Q70RAF,49.0,70.0,0.4,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn49q70rafxza-energylabel.pdf,No,QN49Q70RAF
Samsung,QN55Q70RAF,55.0,80.0,0.4,1.5,,157.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q70rafxza-energylabel.pdf,No,QN55Q70RAF
Samsung,UN55RU8000F,55.0,70.0,0.4,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55ru8000fxza-energylabel.pdf,No,UN55RU8000F
Samsung,UN65RU7100F,65.0,75.0,0.4,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65ru7100fxza-energylabel.pdf,No,UN65RU7100F
Samsung,UN65RU7300F,65.0,75.0,0.4,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65ru7300fxza-energylabel.pdf,No,UN65RU7300F
