Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,individual_model_number_modified
VIZIO,V755M-K04,75.0,180.0,0.27,,,331.0,http://www.Vizio.com/,No,V755M-K04
Westinghouse,WR32HC2210,31.5,33.5,0.3,,,64.0,By annual report date,No,WR32HC2210
Westinghouse,WR24HT2212,23.6,20.3,0.3,,,40.0,By annual report date,No,WR24HT2212
JVC,LT-32MAW125,32.0,35.0,0.5,0.5,,67.3,https://jvcproducts.com/us/contact/support.html,No,LT-32MAW125
JVC,LT-43MAW635,43.0,75.3,0.5,0.5,,141.0,https://jvcproducts.com/us/contact/support.html,No,LT-43MAW635
ROKU,50R4A5**,49.5,71.7,0.6,,,135.0,https://support.roku.com/article/10625174337047,No,50R4A5..
ROKU,50R4A5CA,49.5,71.7,0.6,,,135.0,https://support.roku.com/article/10625174337047,No,50R4A5CA
ROKU,50R4A5R,49.5,71.7,0.6,,,135.0,https://support.roku.com/article/10625174337047,No,50R4A5R
PHILIPS,55PFL5756/F7 A,55.0,57.5,0.32,,,134.0,By annual report date,No,55PFL5756/F7 A
ONN,100012586-CA,55.0,125.0,0.42,0.42,,231.0,http://www.onntvsupport.com/energy-guides,No,100012586-CA
TCL,85S456-CA,85.0,176.0,0.44,,,375.0,By annual report date,No,85S456-CA
TCL,85S452-CA,85.0,176.0,0.44,,,375.0,By annual report date,No,85S452-CA
TCL,85S451-CA,85.0,176.0,0.44,,,375.0,By annual report date,No,85S451-CA
TCL,85S450-CA,85.0,176.0,0.44,,,375.0,By annual report date,No,85S450-CA
TCL,85S456,85.0,176.0,0.44,,,375.0,By annual report date,No,85S456
TCL,85S455,85.0,176.0,0.44,,,375.0,By annual report date,No,85S455
TCL,85S454,85.0,176.0,0.44,,,375.0,By annual report date,No,85S454
TCL,85S453,85.0,176.0,0.44,,,375.0,By annual report date,No,85S453
TCL,85S452,85.0,176.0,0.44,,,375.0,By annual report date,No,85S452
TCL,85S451,85.0,176.0,0.44,,,375.0,By annual report date,No,85S451
TCL,85S450,85.0,176.0,0.44,,,375.0,By annual report date,No,85S450
RCA,C65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,C65VAUG
RCA,S65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,S65TAUG
RCA,S65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,S65VAUG
RCA,LE-65V3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V3
RCA,LE-65V2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V2
RCA,LE-65T3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T3
RCA,LE-65T2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T2
RCA,LE-65T1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T1
CAIXUN,*****65*********,65.0,101.0,0.31,,,194.0,By annual report date,No,.....65.........
CAIXUN,PG65SKA,65.0,101.0,0.31,,,194.0,By annual report date,No,PG65SKA
CAIXUN,RTAU6504-B,65.0,101.0,0.31,,,194.0,By annual report date,No,RTAU6504-B
CAIXUN,LE-65TA4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA4
CAIXUN,LE-65TA3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA3
CAIXUN,LE-65TA2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA2
CAIXUN,LE-65VA5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA5
CAIXUN,LE-65VA4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA4
CAIXUN,LE-65VA2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA2
CAIXUN,LE-65VA1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA1
CAIXUN,LE-65V4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V4
CAIXUN,LE-65T5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T5
CAIXUN,C65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,C65TAUG
CAIXUN,C65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,C65VAUG
CAIXUN,S65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,S65TAUG
CAIXUN,LE-65T3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T3
SANSUI,LE-65TA4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA4
SANSUI,LE-65TA3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA3
SANSUI,LE-65TA1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA1
SANSUI,LE-65VA5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA5
SANSUI,LE-65VA4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA4
SANSUI,LE-65VA1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA1
SANSUI,LE-65V5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V5
SANSUI,LE-65V4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V4
SANSUI,LE-65T4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T4
SANSUI,C65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,C65TAUG
SANSUI,C65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,C65VAUG
SANSUI,S65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,S65VAUG
SANSUI,LE-65V3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V3
SANSUI,LE-65V2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V2
SANSUI,LE-65T3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T3
SANSUI,LE-65T2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T2
SANSUI,LE-65T1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T1
PG,*****65*********,65.0,101.0,0.31,,,194.0,By annual report date,No,.....65.........
PG,RTAU6504-B,65.0,101.0,0.31,,,194.0,By annual report date,No,RTAU6504-B
PG,LE-65TA4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA4
PG,LE-65TA3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA3
PG,LE-65TA2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA2
PG,LE-65VA5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA5
PG,LE-65VA4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA4
PG,LE-65VA2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA2
PG,LE-65VA1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA1
PG,LE-65V5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V5
PG,LE-65V4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V4
PG,LE-65T5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T5
PG,LE-65V2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V2
PG,LE-65T3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T3
PG,LE-65T2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T2
PG,LE-65T1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T1
PHILIPS,50PUL7973/F7,50.0,66.6,0.3,,,137.0,By annual report date,No,50PUL7973/F7
Hisense,40A4KR,40.0,33.0,0.47,0.48,,63.6,By annual report date,No,40A4KR
Hisense,40A4+HR+,40.0,33.0,0.47,0.48,,63.6,By annual report date,No,40A4.HR.
Hisense,40H4030K+,40.0,33.0,0.47,0.48,,63.6,By annual report date,No,40H4030K.
Hisense,40H4030F+,40.0,33.0,0.47,0.48,,63.6,By annual report date,No,40H4030F.
Hisense,40H4+K+,40.0,33.0,0.47,0.48,,63.6,By annual report date,No,40H4.K.
Hisense,32A4KR,31.5,25.8,0.38,0.4,,49.9,By annual report date,No,32A4KR
Hisense,32H41K,31.5,25.8,0.38,0.4,,49.9,By annual report date,No,32H41K
Hisense,32A4+KR+,31.5,25.8,0.38,0.4,,49.9,By annual report date,No,32A4.KR.
Hisense,32A4+HR+,31.5,25.8,0.38,0.4,,49.9,By annual report date,No,32A4.HR.
Hisense,32H4+K+,31.5,25.8,0.38,0.4,,49.9,By annual report date,No,32H4.K.
TCL,43S310R,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S310R
TCL,43S330R-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S330R-CA
TCL,43S350R-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S350R-CA
TCL,43S310G-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S310G-CA
TCL,43S353-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S353-CA
TCL,43S355-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S355-CA
TCL,43S350F,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S350F
TCL,43S350F-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S350F-CA
TCL,43S330F,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S330F
TCL,43S330F-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S330F-CA
TCL,43S310F,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S310F
TCL,43S310F-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S310F-CA
TCL,55Q650F,54.6,113.0,0.39,,,208.0,https://share.weiyun.com/iXESRirh,No,55Q650F
TCL,75Q650F,74.5,195.0,0.44,,,359.0,https://share.weiyun.com/Jc6maS8N,No,75Q650F
TCL,*****85**********,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,.....85..........
TCL,85Q610G,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q610G
TCL,85Q610R,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q610R
TCL,85Q610F,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q610F
TCL,85Q610G-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q610G-CA
TCL,85Q610R-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q610R-CA
TCL,85Q610F-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q610F-CA
TCL,85Q630F-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q630F-CA
TCL,85Q630R-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q630R-CA
TCL,85Q630G-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q630G-CA
TCL,85Q630F,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q630F
TCL,85Q630R,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q630R
TCL,85Q630G,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q630G
TCL,85Q650F-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q650F-CA
TCL,85Q650R-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q650R-CA
TCL,85Q650G-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q650G-CA
TCL,85Q650F,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q650F
TCL,85Q650R,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q650R
TCL,85Q650G,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q650G
TCL,85S430R-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S430R-CA
TCL,85S430G-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S430G-CA
TCL,85S430F,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S430F
TCL,85S410G-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S410G-CA
TCL,85S410F,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S410F
TCL,85S410R,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S410R
TCL,85S410G,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S410G
VIZIO,V65Q6-L4,65.0,190.0,0.25,,,349.0,http://www.Vizio.com/,No,V65Q6-L4
VIZIO,M65Q6-L4,65.0,190.0,0.25,,,349.0,http://www.Vizio.com/,No,M65Q6-L4
SILO,SL8623GF,85.6,285.0,0.5,1.0,,527.0,http://silotv.net/,No,SL8623GF
SILO,SL7523GF,75.0,135.0,0.5,1.0,,253.0,http://silotv.net/,No,SL7523GF
SILO,SL5023GF,50.0,87.0,0.5,1.0,,166.0,http://silotv.net/,No,SL5023GF
Westinghouse,WR65UT4212,64.5,114.0,0.43,,,210.0,By annual report date,No,WR65UT4212
Westinghouse,WR55UT4212,54.5,67.5,0.37,,,126.0,By annual report date,No,WR55UT4212
Westinghouse,WR50UT4212,49.5,67.0,0.36,,,124.0,By annual report date,No,WR50UT4212
Westinghouse,WR43UT4212,42.5,50.6,0.34,,,95.0,By annual report date,No,WR43UT4212
Westinghouse,WR43FX2210,42.5,38.0,0.5,,,72.8,By annual report date,No,WR43FX2210
ELEMENT,S75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,S75VAUG
PG,E450GD75G-G,75.0,107.0,0.28,,,198.0,By annual report date,No,E450GD75G-G
PG,PG75SKA,75.0,107.0,0.28,,,198.0,By annual report date,No,PG75SKA
PG,SC-7550GTV,75.0,107.0,0.28,,,198.0,By annual report date,No,SC-7550GTV
PG,*****75*********,75.0,107.0,0.28,,,198.0,By annual report date,No,.....75.........
PG,S75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,S75VAUG
Supersonic,E450GD75G-G,75.0,107.0,0.28,,,198.0,By annual report date,No,E450GD75G-G
Supersonic,PG75***,75.0,107.0,0.28,,,198.0,By annual report date,No,PG75...
Supersonic,PG75SKA,75.0,107.0,0.28,,,198.0,By annual report date,No,PG75SKA
Supersonic,SC-7550GTV,75.0,107.0,0.28,,,198.0,By annual report date,No,SC-7550GTV
Supersonic,C75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,C75TAUG
Supersonic,C75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,C75VAUG
CAIXUN,SC-7550GTV,75.0,107.0,0.28,,,198.0,By annual report date,No,SC-7550GTV
CAIXUN,C75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,C75TAUG
CAIXUN,C75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,C75VAUG
CAIXUN,*****75*********,75.0,107.0,0.28,,,198.0,By annual report date,No,.....75.........
SANSUI,E450GD75G-G,75.0,107.0,0.28,,,198.0,By annual report date,No,E450GD75G-G
SANSUI,PG75SKA,75.0,107.0,0.28,,,198.0,By annual report date,No,PG75SKA
SANSUI,SC-7550GTV,75.0,107.0,0.28,,,198.0,By annual report date,No,SC-7550GTV
SANSUI,C75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,C75TAUG
SANSUI,S75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,S75TAUG
SANSUI,*****75*********,75.0,107.0,0.28,,,198.0,By annual report date,No,.....75.........
Supersonic,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55VAUG
Supersonic,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55TAUG
Supersonic,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55VAUG
Supersonic,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55TAUG
Supersonic,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55...
SANSUI,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T2
SANSUI,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T4
SANSUI,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA4
SANSUI,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA5
SANSUI,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA1
SANSUI,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA2
SANSUI,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA3
SANSUI,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA4
SANSUI,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA5
SANSUI,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA1
SANSUI,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55VAUG
SANSUI,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55TAUG
SANSUI,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55VAUG
SANSUI,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55TAUG
SANSUI,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No,WG55UX4212
SANSUI,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No,E400GD55G-G
CAIXUN,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T3
CAIXUN,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA4
CAIXUN,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA5
CAIXUN,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA1
CAIXUN,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA2
CAIXUN,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA5
CAIXUN,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55TAUG
CAIXUN,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-....GTV
CAIXUN,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55SKA
CAIXUN,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55...
CAIXUN,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No,WG55UX4212
PG,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T1
PG,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA2
PG,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA3
PG,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA4
PG,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA5
PG,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA1
PG,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA2
PG,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA3
PG,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA4
PG,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA5
PG,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA1
PG,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55VAUG
PG,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55TAUG
PG,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55TAUG
PG,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-5550GTV
PG,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-....GTV
PG,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No,E400GD55G-G
PG,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No,.....55.........
Westinghouse,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T1
Westinghouse,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T4
Westinghouse,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA3
Westinghouse,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA1
Westinghouse,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No,E400GD55G-G
Westinghouse,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No,.....55.........
ELEMENT,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T1
ELEMENT,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA2
ELEMENT,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA3
ELEMENT,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA4
ELEMENT,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA5
ELEMENT,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA1
ELEMENT,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,S55VAUG
ELEMENT,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55VAUG
ELEMENT,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No,C55TAUG
ELEMENT,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-5550GTV
ELEMENT,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-....GTV
ELEMENT,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55SKA
ELEMENT,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55...
element,E450AC86R,85.6,215.0,0.5,,,396.0,https://elementelectronics.com/support,No,E450AC86R
element,E450AC58R,57.5,86.1,0.5,,,161.0,https://elementelectronics.com/support,No,E450AC58R
element,E2AB43R,42.51,37.8,0.45,,,72.0,https://elementelectronics.com/support,No,E2AB43R
ONN,100012590,23.6,22.7,0.5,,,45.0,http://www.onntvsupport.com/energy-guides,No,100012590
Element,E500AC55C,55.0,104.0,0.4,,,196.0,By annual report date,No,E500AC55C
ONN,100012587,64.5,101.0,0.5,,,187.0,http://www.onntvsupport.com/energy-guides,No,100012587
ONN,100012588,70.0,110.0,0.75,,,206.0,By annual report date,No,100012588
ONN,100012586,54.64,97.6,0.58,,,182.0,http://www.onntvsupport.com/energy-guides,No,100012586
Element,E500AC50C,49.5,81.0,0.34,,,150.0,By annual report date,No,E500AC50C
ONN,100097810,39.5,41.7,0.5,,,79.6,By annual report date,No,100097810
ONN,100012585,49.5,76.0,0.5,,,142.0,http://www.onntvsupport.com/energy-guides,No,100012585
SONY,XR-65A90J,65.0,124.0,0.5,2.0,,228.0,https://electronics.sony.com/tv-video/televisions/oled/p/xr65a90j,No,XR-65A90J
SONY,XR-50X90J,50.0,89.6,0.5,2.0,,165.0,https://electronics.sony.com/tv-video/televisions/google-tv/p/xr50x90j,No,XR-50X90J
SONY,XR-100X92,100.0,117.0,0.12,0.26,,215.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr100x92,No,XR-100X92
SONY,KD-65X85J,65.0,120.0,0.1,0.13,,220.0,https://electronics.sony.com/tv-video/televisions/google-tv/p/kd65x85j,No,KD-65X85J
SONY,KD-55X85J,55.0,100.0,0.1,0.12,,184.0,https://electronics.sony.com/tv-video/televisions/google-tv/p/kd55x85j,No,KD-55X85J
SONY,KD-50X85J,50.0,84.5,0.13,0.16,,156.0,https://electronics.sony.com/tv-video/televisions/google-tv/p/kd50x85j,No,KD-50X85J
SONY,XR-55X90K,55.0,116.0,0.5,2.0,,225.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55x90k,No,XR-55X90K
SONY,XR-77A95L,77.0,156.0,0.5,2.0,,299.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr77a95l,No,XR-77A95L
SONY,XR-65A95L,65.0,126.0,0.5,2.0,,244.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65a95l,No,XR-65A95L
SONY,XR-55A95L,55.0,109.0,0.5,2.0,,214.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55a95l,No,XR-55A95L
SONY,XR-98X90L,98.0,272.0,0.5,2.0,,510.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr98x90l,No,XR-98X90L
SONY,XR-83A80CL,83.0,206.0,0.5,2.0,,390.0,By Annual report date,No,XR-83A80CL
SONY,KD-55X77L,55.0,127.0,0.5,2.0,,246.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd55x77l,No,KD-55X77L
SONY,XR-75X90CL,75.0,109.0,0.5,2.0,,213.0,By Annual report date,No,XR-75X90CL
SONY,XR-75X90L,75.0,109.0,0.5,2.0,,213.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75x90l,No,XR-75X90L
SONY,XR-65X90CL,65.0,99.4,0.5,2.0,,196.0,By Annual report date,No,XR-65X90CL
SONY,XR-65A80L,65.0,114.0,0.5,2.0,,223.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65a80l,No,XR-65A80L
SONY,XR-65A75L,65.0,114.0,0.5,2.0,,223.0,By Annual report date,No,XR-65A75L
SONY,XR-55A80CL,55.0,102.0,0.5,2.0,,200.0,By Annual report date,No,XR-55A80CL
SONY,XR-55A75L,55.0,102.0,0.5,2.0,,200.0,By Annual report date,No,XR-55A75L
SONY,XR-77A80CL,77.0,160.0,0.5,2.0,,307.0,By Annual report date,No,XR-77A80CL
SONY,XR-75X93CL,75.0,254.0,0.5,2.0,,467.0,By Annual report date,No,XR-75X93CL
SONY,XR-75X93L,75.0,254.0,0.5,2.0,,467.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75x93l,No,XR-75X93L
SONY,XR-65X93CL,65.0,240.0,0.5,2.0,,441.0,By Annual report date,No,XR-65X93CL
SONY,XR-42A90K,42.0,71.8,0.3,0.45,,135.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr42a90k,No,XR-42A90K
SONY,XR-48A90K,48.0,81.2,0.5,2.0,,162.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr48a90k,No,XR-48A90K
SONY,KD-43X85K,43.0,75.3,0.5,2.0,,152.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd43x85k,No,KD-43X85K
SONY,KD-50X85K,50.0,92.2,0.5,2.0,,183.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd50x85k,No,KD-50X85K
