Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Water_Consumption__Gallons_Cycle__d,Capacity__Number_of_Place_Settings__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
Maytag,Standard size dishwasher,MDB8979SE**-03,MDB8979SF**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB8979SF..
Maytag,Standard size dishwasher,MDB8979SE**-04,MDB8979SF**,270.0,3.5,12.0,No,No,https://www.maytag.com/owners.html,MDB8979SF..
KitchenAid,Standard size dishwasher,KDTE304G***-02,KDTE234G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE234G...
KitchenAid,Standard size dishwasher,KDTE304G***-02,KDTE304G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE304G...
KitchenAid,Standard size dishwasher,KDTE304G***-03,KDPE204G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPE204G...
KitchenAid,Standard size dishwasher,KDTE304G***-03,KDPE234G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPE234G...
Amana,Standard size dishwasher,ADB1500AD**-06,ADB1500AD**,270.0,3.0,12.0,No,No,https://www.amana.com/kitchen/dishwashers.html,ADB1500AD..
Ikea,Standard size dishwasher,IDF320PAF**,IDF330PAG**,270.0,3.5,12.0,No,No,https://www.ikea.com/us/en/cat/dishwashers-20825/,IDF330PAG..
Ikea,Standard size dishwasher,IDT930SAG**,IDT870SAG**,270.0,3.5,12.0,No,No,https://www.ikea.com/us/en/cat/dishwashers-20825/,IDT870SAG..
Ikea,Standard size dishwasher,IUD7555D**-01,IDT830SAG**,260.0,3.0,12.0,No,No,https://www.ikea.com/us/en/cat/dishwashers-20825/,IDT830SAG..
Ikea,Standard size dishwasher,IUD7555D**-02,IUD7555D**,260.0,3.0,12.0,No,No,https://www.ikea.com/us/en/cat/dishwashers-20825/,IUD7555D..
Ikea,Standard size dishwasher,WDF520PAD**-07,IUD7070D**,260.0,3.3,12.0,No,No,https://www.ikea.com/us/en/cat/dishwashers-20825/,IUD7070D..
Ikea,Standard size dishwasher,WDF520PAD**-08,IUD7070D**,260.0,3.3,12.0,No,No,https://www.ikea.com/us/en/cat/dishwashers-20825/,IUD7070D..
Ikea,Standard size dishwasher,WDF520PAD**-13,IUD7070D**,260.0,3.3,12.0,No,No,https://www.ikea.com/us/en/cat/dishwashers-20825/,IUD7070D..
KitchenAid,Standard size dishwasher,KDTE304G***-03,KDTE234G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE234G...
Ikea,Standard size dishwasher,WDF520PAD**-14,IUD7070D**,260.0,3.3,12.0,No,No,https://www.ikea.com/us/en/cat/dishwashers-20825/,IUD7070D..
KitchenAid,Standard size dishwasher,KDTE304G***-03,KDTE304G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE304G...
Ikea,Standard size dishwasher,WDF520PAD**-15,IUD7070D**,260.0,3.3,12.0,No,No,https://www.ikea.com/us/en/cat/dishwashers-20825/,IUD7070D..
KitchenAid,Standard size dishwasher,KDTE304G***-04,KDPE204G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPE204G...
Ikea,Standard size dishwasher,WDF520PAD**-16,IUD7070D**,260.0,3.3,12.0,No,No,https://www.ikea.com/us/en/cat/dishwashers-20825/,IUD7070D..
Jenn-Air,Standard size dishwasher,JDB8500AW**-01,JDB8500AW**,260.0,2.9,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDB8500AW..
Jenn-Air,Standard size dishwasher,JDB9000CW**-07,JDB9000CW**,270.0,3.3,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDB9000CW..
KitchenAid,Standard size dishwasher,KDTE304G***-04,KDPE234G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPE234G...
KitchenAid,Standard size dishwasher,KDTE304G***-05,KDPE204G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPE204G...
JennAir,Standard size dishwasher,JDPSS244L**,JDPSG244L**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDPSG244L..
JennAir,Standard size dishwasher,JDPSS246L**,JDPSS245L**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDPSS245L..
KitchenAid,Standard size dishwasher,KDTE304G***-05,KDPE234G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPE234G...
KitchenAid,Standard size dishwasher,KDTE304G***-05,KDTE234G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE234G...
KitchenAid,Standard size dishwasher,KDTE304G***-05,KDTE304G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE304G...
KitchenAid,Standard size dishwasher,KDTE304G***-06,KDTE204G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE204G...
KitchenAid,Standard size dishwasher,KDTE304G***-06,KDPE204G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDPE204G...
KitchenAid,Standard size dishwasher,KDTE304G***-06,KDTE304G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/service-and-support/manuals.html,KDTE304G...
Jenn-Air,Standard size dishwasher,JDTSS246G**,JDTSS245G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS245G..
Jenn-Air,Standard size dishwasher,JDTSS246G**,JDTSS246G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS246G..
Jenn-Air,Standard size dishwasher,JDTSS246G**,JDTSS247H**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS247H..
Jenn-Air,Standard size dishwasher,JDTSS246G**-01,JDTSS243G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS243G..
Jenn-Air,Standard size dishwasher,JDTSS246G**-01,JDTSS244G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS244G..
Jenn-Air,Standard size dishwasher,JDTSS246G**-01,JDTSS245G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS245G..
KitchenAid,Standard size dishwasher,KDTE304G***-07,KDTE204G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTE204G...
Jenn-Air,Standard size dishwasher,JDTSS246G**-01,JDTSS246G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS246G..
Jenn-Air,Standard size dishwasher,JDTSS246G**-01,JDTSS247H**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS247H..
Jenn-Air,Standard size dishwasher,JDTSS246G**-02,JDTSS243G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS243G..
Jenn-Air,Standard size dishwasher,JDTSS246G**-02,JDTSS246G**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS246G..
Jenn-Air,Standard size dishwasher,JDTSS246G**-02,JDTSS247H**,270.0,3.5,12.0,No,No,https://www.jennair.com/content/jennair/en_us/dishwashers-and-compactors.html,JDTSS247H..
Kenmore,Standard size dishwasher,1276*K***-01,1277*K***,260.0,2.9,12.0,No,No,https://www.kenmore.com/energyguide/,1277.K...
KitchenAid,Standard size dishwasher,KDTE304G***-07,KDTE234G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDTE234G...
Kenmore,Standard size dishwasher,1300*N***-04,1300*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1300.N...
KitchenAid,Standard size dishwasher,KDTE304G***-07,KDPE234G***,270.0,3.5,12.0,No,No,https://www.kitchenaid.com/major-appliances/dishwashers.html,KDPE234G...
Kenmore,Standard size dishwasher,1300*N***-04,1380*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1380.N...
Kenmore,Standard size dishwasher,1300*N***-04,1442*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1442.N...
Kenmore,Standard size dishwasher,1300*N***-04,1738*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1738.N...
Kenmore,Standard size dishwasher,1300*N***-05,1442*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1442.N...
Kenmore,Standard size dishwasher,1300*N***-05,1738*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1738.N...
Kenmore,Standard size dishwasher,1300*N***-06,1380*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1380.N...
Kenmore,Standard size dishwasher,1300*N***-06,1442*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1442.N...
Kenmore,Standard size dishwasher,1300*N***-06,1738*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1738.N...
Kenmore,Standard size dishwasher,1300*N***-07,1300*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1300.N...
Kenmore,Standard size dishwasher,1300*N***-07,1380*N***,270.0,3.5,12.0,No,No,https://www.kenmore.com/energyguide/,1380.N...
Kenmore,Standard size dishwasher,1309*N***-04,1241*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1241.N...
Kenmore,Standard size dishwasher,1309*N***-04,1309*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1309.N...
Kenmore,Standard size dishwasher,1309*N***-04,1320*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1320.N...
Kenmore,Standard size dishwasher,1309*N***-04,1347*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1347.N...
Kenmore,Standard size dishwasher,1309*N***-04,1349*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1349.N...
Kenmore,Standard size dishwasher,1309*N***-05,1241*N***,260.0,2.7,12.0,No,No,https://www.kenmore.com/energyguide/,1241.N...
LG,Standard size dishwasher,LDTS555**,LDTS555**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDTS555..
LG,Standard size dishwasher,LDFN454**,LDB454***,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDB454...
LG SIGNATURE,Standard size dishwasher,LUDP890***,LUDP890***,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LUDP890...
LG,Standard size dishwasher,LDTH779**,LDTH797**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDTH797..
LG,Standard size dishwasher,LDFC242**,LDFC242**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDFC242..
LG,Standard size dishwasher,SDWD24**,SDWD24**,238.0,2.9,14.0,No,No,https://www.lg.com/us/dishwashers,SDWD24..
LG,Standard size dishwasher,SDWB24**,SDWB24**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,SDWB24..
LG,Standard size dishwasher,LDP679#**,LDPN676**,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDPN676..
LG,Standard size dishwasher,LDT566#**,LDP567#**,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDP567...
LG,Standard size dishwasher,LDT566#**,LDT566#**,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDT566...
LG,Standard size dishwasher,LDF777#**,LDS577#**,258.0,2.8,14.0,No,No,https://www.lg.com/us/dishwashers,LDS577...
LG,Standard size dishwasher,LDF777#**,LDT996#**,258.0,2.8,14.0,No,No,https://www.lg.com/us/dishwashers,LDT996...
LG,Standard size dishwasher,LDF857#**,LSDF996#**,245.0,2.5,14.0,No,No,https://www.lg.com/us/dishwashers,LSDF996...
SIGNATURE KITCHEN SUITE,Standard size dishwasher,LDF857#**,UPDF989#**,245.0,2.5,14.0,No,No,https://www.lg.com/us/dishwashers,UPDF989...
SIGNATURE KITCHEN SUITE,Standard size dishwasher,LDF777#**,UPDF990#**,258.0,2.8,14.0,No,No,https://www.lg.com/us/dishwashers,UPDF990...
LG SIGNATURE,Standard size dishwasher,LUDP899#**,LUDP899#**,269.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LUDP899...
LG,Standard size dishwasher,LDP679#**,LSDF989#**,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LSDF989...
LG,Standard size dishwasher,LDP679#**,LDT780#**,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDT780...
LG,Standard size dishwasher,LDT566#**,LDF567***,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDF567...
LG,Standard size dishwasher,LUDP899#**,LSDT990#**,269.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LSDT990...
LG,Standard size dishwasher,LDT680***,LDT680***,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDT680...
LG,Standard size dishwasher,LDP679#**,LDP770***,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDP770...
LG,Standard size dishwasher,LDT566#**,LDT567***,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDT567...
SIGNATURE KITCHEN SUITE,Standard size dishwasher,LUDP899#**,SKSDW24***,269.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,SKSDW24...
LG,Standard size dishwasher,LDP780***,LDP780***,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDP780...
LG,Standard size dishwasher,LDP680***,LDP681***,258.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDP681...
Mueller,Standard size dishwasher,DW-1800,DW-1800,255.0,3.3,8.0,No,No,By annual report date,DW-1800
Mueller,Standard size dishwasher,DW-2400,DW-2400,270.0,3.2,12.0,No,No,By annual report date,DW-2400
Janska,Standard size dishwasher,DW-1800,DW-1800,255.0,3.3,8.0,No,No,By annual report date,DW-1800
Janska,Standard size dishwasher,DW-2400,DW-2400,270.0,3.2,12.0,No,No,By annual report date,DW-2400
EdgeStar,Standard size dishwasher,BIDW1802**,BIDW1802**,234.0,3.1,8.0,No,No,https://res.cloudinary.com/ldi/image/upload/v1670421245/EdgeStar/BIDW1802XX_Energy_Guide.pdf,BIDW1802..
EdgeStar,Compact dishwasher,DWP63**,DWP63**,155.0,2.0,6.0,No,No,https://res.cloudinary.com/ldi/image/upload/v1683720941/EdgeStar/DWP63XX_Energy_Guide.pdf,DWP63..
Seasons,Standard size dishwasher,WQP12-6503,SDF24P2A**,240.0,3.2,14.0,No,No,By annual report date,SDF24P2A..
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FDSH4501****,240.0,3.2,14.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FDSH4501A_EG.pdf,FDSH4501....
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FGID2476****,240.0,3.2,14.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FGID2476S_EG.pdf,FGID2476....
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FGID2479****,240.0,3.2,14.0,No,No,https://na2.electroluxmedia.com/original/electrolux/electrolux%20assets/document/energy%20guide/FGID2479S_EG.pdf,FGID2479....
Electrolux,Standard size dishwasher,FGIP2479SF1A,EDSH4944****,240.0,3.2,14.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/EDSH4944A_EG.pdf,EDSH4944....
Frigidaire,Standard size dishwasher,GDPP4517,GDPP4517***A,268.0,3.5,12.0,No,No,By annual report date,GDPP4517...A
Frigidaire,Standard size dishwasher,GDPH4515,GDPH4515***A,270.0,3.5,12.0,No,No,By annual report date,GDPH4515...A
Frigidaire,Standard size dishwasher,GDPH4515,GDPP4515***A,270.0,3.5,12.0,No,No,By annual report date,GDPP4515...A
Fisher&Paykel,Standard size dishwasher,DW24UT2I2,DW24UT2I2,224.0,3.2,15.0,No,No,By annual report date,DW24UT2I2
Fisher&Paykel,Standard size dishwasher,DW24UT2I2,DW24UNT2X2,224.0,3.2,15.0,No,No,By annual report date,DW24UNT2X2
Frigidaire Gallery,Standard size dishwasher,PDSH4816,GDSH4715****,270.0,3.5,12.0,No,No,By annual report date,GDSH4715....
Frigidaire Gallery,Standard size dishwasher,PDSH4816,GDSP4714****,270.0,3.5,12.0,No,No,By annual report date,GDSP4714....
Frigidaire Gallery,Standard size dishwasher,PDSH4816,GDSH4714****,270.0,3.5,12.0,No,No,By annual report date,GDSH4714....
Fisher&Paykel,Standard size dishwasher,DW24UNT4X2,DW24UT4I2,210.0,3.2,15.0,No,No,By annual report date,DW24UT4I2
Fisher&Paykel,Standard size dishwasher,DW24UNT4X2,DW24UNT4X2,210.0,3.2,15.0,No,No,By annual report date,DW24UNT4X2
LG,Standard size dishwasher,LDFC242**,LDFC242**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDFC242..
FINLUX,Standard size dishwasher,DW11UT22T124,ULBYA52A2S57I00,260.0,3.4,8.0,No,No,By annual report date,ULBYA52A2S57I00
RCA,Standard size dishwasher,DW21UT22N224,RDW1830,250.0,3.2,8.0,No,No,By annual report date,RDW1830
Equator,Standard size dishwasher,DW21UT22N224,WB 1840,250.0,3.2,10.0,No,No,By annual report date,WB 1840
Equator,Standard size dishwasher,DW11UT22T124,SBT 2440,260.0,3.4,10.0,No,No,By annual report date,SBT 2440
Equator,Standard size dishwasher,DW11UT22T124,BBT 2440,260.0,3.4,10.0,No,No,By annual report date,BBT 2440
SEASONS,Standard size dishwasher,PDT660#,SDW2FCM*,249.0,3.5,14.0,No,No,By annual report date,SDW2FCM.
Fisher & Paykel,Compact dishwasher,DD24STX6,DD24STX6I1,113.0,1.7,7.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DD24STX6I1
Fisher & Paykel,Standard size dishwasher,DW24U,DW24U2I1,232.0,3.4,12.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DW24U2I1
Fisher & Paykel,Standard size dishwasher,DW24U,DW24U6I1,232.0,3.0,14.0,No,No,https://www.fisherpaykel.com/us/dishwashing/,DW24U6I1
THORKITCHEN,Standard size dishwasher,PDT660#,HDW2401SS,249.0,3.5,14.0,No,No,https://images.homedepot-static.com/catalog/pdfImages/29/291d534b-3095-46c1-82c7-3a35b9b4a108.pdf,HDW2401SS
BEVOI,Standard size dishwasher,WQP8-7740-US,DDV18BEV**,234.0,3.1,8.0,No,No,By annual report date,DDV18BEV..
Miele,Standard size dishwasher,G 5892 SCVi SL,G 5892 SCVi SL,200.0,3.2,16.0,No,No,https://www.miele.com/,G 5892 SCVi SL
Miele,Standard size dishwasher,PFD 104 SCViXXL,PFD 104 SCViXXL,270.0,3.3,16.0,No,No,https://www.miele.com/,PFD 104 SCViXXL
Miele,Standard size dishwasher,G 7916 SCi,G 7366 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7366 SCVi
Miele,Standard size dishwasher,G 7916 SCi,G 7366 SCVi SF,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7366 SCVi SF
Miele,Standard size dishwasher,G 5006 SCU,G 5006 U,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5006 U
Miele,Standard size dishwasher,G 5006 SCU,G 5006 SCU,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5006 SCU
Miele,Standard size dishwasher,G 5006 SCU,G 5051 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5051 SCVi
Miele,Standard size dishwasher,G 5006 SCU,G 5056 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5056 SCVi
Miele,Standard size dishwasher,G 5006 SCU,G 5056 SCVi SF,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5056 SCVi SF
LG,Standard size dishwasher,LDT780#**,LDT780#**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,LDT780...
SIGNATURE KITCHEN SUITE,Standard size dishwasher,SKSDW24***,SKSDW24***,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers,SKSDW24...
hOme,Compact dishwasher,WQP6-3601-US,HME010033N,203.0,3.1,6.0,No,No,By annual report date,HME010033N
Farberware,Compact dishwasher,WQP6-3601-US,FCD06ASSWHB,203.0,3.1,6.0,No,No,By annual report date,FCD06ASSWHB
WHYNTER,Compact dishwasher,WQP6-3601-US,CDW-6831WES,203.0,3.1,6.0,No,No,By annual report date,CDW-6831WES
THORKITCHEN,Standard size dishwasher,PDT660#,CRW2405SS,249.0,3.5,14.0,No,No,By annual report date,CRW2405SS
THORKITCHEN,Standard size dishwasher,PDT660#,TKW2401U,249.0,3.5,14.0,No,No,By annual report date,TKW2401U
Honeywell,Standard size dishwasher,PDT660#,HDS24SS,249.0,3.5,14.0,No,No,By annual report date,HDS24SS
Zline,Standard size dishwasher,WQP8-7740-US,DW7714-18,234.0,3.1,8.0,No,No,By annual report date,DW7714-18
SPT,Standard size dishwasher,PDT660#,SD-6501W,249.0,3.5,14.0,No,No,By annual report date,SD-6501W
SPT,Standard size dishwasher,PDT660#,SD-6502SS,249.0,3.5,14.0,No,No,By annual report date,SD-6502SS
SPT,Standard size dishwasher,WQP12-7711I-US,SD-6513W,240.0,3.5,8.0,No,No,By annual report date,SD-6513W
SPT,Compact dishwasher,WQP6-3601-US,SD-2225DW,203.0,3.1,6.0,No,No,By annual report date,SD-2225DW
SHARP,Standard size dishwasher,PDT660#,SDW6767HS,249.0,3.5,14.0,No,No,By annual report date,SDW6767HS
Whirlpool,Standard size dishwasher,WQP8-7740-US,UDT518SAHP,234.0,3.1,8.0,No,No,https://www.whirlpool.com/,UDT518SAHP
MAGIC CHEF,Compact dishwasher,WQP6-3601-US,MCSCD6W5,203.0,3.1,6.0,No,No,https://mcappliance.com/media/energy_guides/MCSCD6W5_EnergyGuide.pdf,MCSCD6W5
Frigidaire,Standard size dishwasher,WQP8-7740-US,FFBD1831**,270.0,3.5,8.0,No,No,https://www.electroluxappliances.com/Kitchen-Appliances/Dishwashers/,FFBD1831..
Kenmore,Standard size dishwasher,WQP8-7740-US,587.146428J,270.0,3.5,8.0,No,No,https://www.electroluxappliances.com/Kitchen-Appliances/Dishwashers/,587.146428J
Bertazzoni,Standard size dishwasher,PDT660#,DW24XT,249.0,3.5,14.0,No,No,https://us.bertazzoni.com/downloads/5874/5968/Energy%20guide%20USA.pdf?act=download,DW24XT
Bertazzoni,Standard size dishwasher,PDT660#,DW24XV,249.0,3.5,14.0,No,No,https://us.bertazzoni.com/downloads/5875/5974/Energy%20guide%20USA.pdf?act=download,DW24XV
Miele,Standard size dishwasher,G 7916 SCi,G 7516 SCi,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7516 SCi
Miele,Standard size dishwasher,G 7916 SCi,G 7566 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7566 SCVi
Miele,Standard size dishwasher,G 7916 SCi,G 7566 SCVi SF,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7566 SCVi SF
Miele,Standard size dishwasher,G 7916 SCi,G 7591 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7591 SCVi
Miele,Standard size dishwasher,G 7916 SCi,G 7158 SCVi SFP,230.0,3.2,16.0,No,No,https://www.miele.com/,G 7158 SCVi SFP
Miele,Standard size dishwasher,G 5006 SCU,G 5216 SCU,230.0,3.2,16.0,No,No,https://www.miele.com/,G 5216 SCU
Miele,Standard size dishwasher,G 7916 SCi,PFD 101,270.0,3.3,16.0,No,No,https://www.miele.com/,PFD 101
Frigidaire Professional,Standard size dishwasher,PDSH4816F,PDSH4816****,240.0,3.2,14.0,No,No,By annual report date,PDSH4816....
Frigidaire Gallery,Standard size dishwasher,PDSH4816F,GDSP4715****,240.0,3.2,14.0,No,No,By annual report date,GDSP4715....
SUMMIT,Standard size dishwasher,DW21UT22N224,DW184B**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/561.pdf,DW184B..
Summit,Standard size dishwasher,DW11UT22T124,DW242W**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/423.pdf,DW242W..
Summit,Standard size dishwasher,DW11UT22T124,DW243B**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/424.pdf,DW243B..
Summit,Standard size dishwasher,DW11UT22T124,DW244SS**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/429.pdf,DW244SS..
Summit,Standard size dishwasher,DW11UT22T124,DW245NT**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/432.pdf,DW245NT..
"VIKING RANGE, LLC",Standard size dishwasher,DWT 81900 SSWS,FDWU524WS,256.0,3.0,12.0,No,No,By annual report date,FDWU524WS
"VIKING RANGE, LLC",Standard size dishwasher,DWT 52800 SSIH,VDWU324SS,225.0,2.4,12.0,No,No,By annual report date,VDWU324SS
"VIKING RANGE, LLC",Standard size dishwasher,DDT39434X,VDWU724SS,230.0,2.5,12.0,No,No,By annual report date,VDWU724SS
"VIKING RANGE, LLC",Standard size dishwasher,DWT 81900 SS,FDWU524,225.0,2.4,12.0,No,No,By annual report date,FDWU524
"VIKING RANGE, LLC",Standard size dishwasher,DWT 81900 SS,VDWU524SS,225.0,2.4,12.0,No,No,By annual report date,VDWU524SS
"VIKING RANGE, LLC",Standard size dishwasher,DWT 81900 SSWS,VDWU524WSSS,256.0,3.0,12.0,No,No,By annual report date,VDWU524WSSS
Fulgor Milano,Standard size dishwasher,DWT 52800 SSIH,F6DWT24SS2,225.0,2.4,12.0,No,No,By annual report date,F6DWT24SS2
Fulgor Milano,Standard size dishwasher,DWT 52800 SSIH,F6DWT24FI2,225.0,2.4,12.0,No,No,By annual report date,F6DWT24FI2
Blomberg,Standard size dishwasher,DDS25842X,DWS 51502 ****,220.0,2.4,8.0,No,No,By annual report date,DWS 51502 ....
Blomberg,Standard size dishwasher,DWT 81900 SSWS,DWT 81900 ***WS,256.0,3.0,12.0,No,No,By annual report date,DWT 81900 ...WS
Blomberg,Standard size dishwasher,DWT 51600 FBI,DWT 25504 ****,234.0,2.7,12.0,No,No,By annual report date,DWT 25504 ....
Beko,Standard size dishwasher,DWT 51600 FBI,DIT25401,234.0,2.7,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7663869580-DIT25401/en-US-7663869580-202212281100163-ENERGY-LABEL-1en-US.pdf,DIT25401
Beko,Standard size dishwasher,DWT 52800 SSIH,DDT38530***,225.0,2.4,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7656269580-DDT38530X/en-US-7656269580-202212091419896-ENERGY-LABEL-1en-US.pdf,DDT38530...
