Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Capacity__Cubic_Feet__d,Integrated_Modified_Energy_Factor__cubic_feet_per_kilowatt_hour_per_cycle__d,Integrated_Water_Factor__gallons_per_cycle_per_cubic_foot__d,Corrected_Remaining_Moisture_Content_____d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nCW50(3B),2244*51*,3.6,1.57,6.5,45.3,No,No,http://www.kenmore.com/energyguide
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pCj50(3B),2235*51*,4.2,1.57,6.5,46.3,No,No,http://www.kenmore.com/energyguide
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17rBn52(3B),MVWC416F**,3.6,1.57,6.5,42.9,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17rCn50(3B),2224*51*,3.6,1.57,6.5,42.9,No,No,http://www.kenmore.com/energyguide
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs51(3B),MVWB765F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs51(3B),MVWB766F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs52(3B),MVWB765F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs52(3B),MVWB766F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs53(3B),MVWB765F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs53(3B),MVWB766F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs54(3B),MVWB765F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs54(3B),MVWB766F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs55(3B),MVWB766F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs56(3B),MVWB765F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs57(3B),MVWB765F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs57(3B),MVWB766F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh51(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh51(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh52(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh52(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK515(3B),WTW8000D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK515(3B),WTW8500D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh54(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh56(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh57(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh57(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK514(3B),WTW8040D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh58(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK514(3B),WTW8000D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wCy50(3B),2512*81*,3.9,1.57,6.5,40.9,No,No,http://www.kenmore.com/energyguide
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh58(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK516(3B),WTW8000D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB557(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx56(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx56(3B),WTW4955H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA457(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA854(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA854(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB844(3B),MHW5630H**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA744(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK513(3B),WTW8500D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy56(3B),WTW4850H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy56(3B),WTW4950H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19pBR51(3B),MVWB757J**,4.8,1.57,6.5,36.3,No,No,http://www.whirlpool.com/manuals
Inglis,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nMh52(3B),ITW4871F**,3.5,1.57,6.5,44.2,No,No,http://www.whirlpool.com/manuals
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",V209EU50(3B),CAW38125H**,3.8,1.57,6.5,42.8,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB652(3B),MVWP576K**,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh59(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh59(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CBK516(3B),MVWB835D*+,5.3,2.06,4.3,36.5,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj59(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy57(3B),WTW4850H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh59(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Roper,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nGh59(3B),RTW4516F**,3.5,1.57,6.5,44.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA855(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBJ59(3B),MVWX655D**,4.3,1.57,6.5,46.3,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs59(3B),MVWB766F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx57(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB558(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx57(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAM512(3B),WTW7000D*+,4.8,2.06,4.3,36.1,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCK56(3B),2813*41+,5.3,2.06,4.3,36.3,No,No,http://www.kenmore.com/energyguide
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CCK56(3B),2913*41+,5.3,2.06,4.3,36.3,No,No,http://www.kenmore.com/energyguide
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V15ECg55(3B),3163*61*,6.2,2.06,4.3,35.0,No,No,http://www.kenmore.com/energyguide
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H186AA52(3B),WFW8620H**,5.0,1.84,4.7,26.9,No,No,http://www.whirlpool.com/manuals
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",V17eEs51(3B),ZAW47115G**,4.7,1.57,6.5,37.2,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V19sDx51(3B),NTW4519J**,3.8,1.57,6.5,40.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh59(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK517(3B),WTW8000D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx57(3B),WTW4955H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Roper,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nGh57(3B),RTW4516F**,3.5,1.57,6.5,44.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA458(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA458(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA745(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh510(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK510(3B),WTW8500D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CBK517(3B),MVWB835D*+,5.3,2.06,4.3,36.5,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CBK517(3B),MVWB855D*+,5.3,2.06,4.3,36.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK511(3B),WTW8000D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj510(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh510(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Roper,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nGh510(3B),RTW4516F**,3.5,1.57,6.5,44.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK518(3B),WTW8000D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK518(3B),WTW8040D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAK512(3B),WTW8040D*+,5.3,2.06,4.3,35.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pAJ510(3B),WTW5000D**,4.3,1.57,6.5,45.3,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx58(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx58(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAM516(3B),WTW7000D*+,4.8,2.06,4.3,36.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAM516(3B),WTW7040D*+,4.8,2.06,4.3,36.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V14CAM516(3B),WTW7300D*+,4.8,2.06,4.3,36.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy58(3B),WTW4850H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals
Conservator,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nNu56(3B),VAW3584G**,3.5,1.57,6.5,45.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA459(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA856(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB846(3B),MHW5630H**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H186AA53(3B),WFW8620H**,5.0,1.84,4.7,26.9,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBE51(3B),MVW7230H**,5.2,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBG51(3B),MVW7232H**,5.3,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF51(3B),WTW5100H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF51(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAG51(3B),WTW7120H**,5.3,2.06,4.3,34.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD51(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB653(3B),MVWP575GW0,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh511(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj511(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh511(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Roper,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nGh511(3B),RTW4516F**,3.5,1.57,6.5,44.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pAJ511(3B),WTW5000D**,4.3,1.57,6.5,45.3,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBs511(3B),MVWB765F**,4.7,1.57,6.5,36.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx59(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh52(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh52(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBD52(3B),MVW6230H**,4.7,1.57,6.5,33.9,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh51(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF52(3B),WTW5100H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals
Amana,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vD741(3B),NFW5800H**,4.3,2.92,3.2,27.5,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB652(3B),MVWP575G**,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD52(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4510(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx53(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA857(3B),WFW5620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx50(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V198AG50(3B),WTW8120H**,5.3,2.06,4.3,34.1,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zCD50(3B),2111*20*,4.7,1.57,6.5,41.2,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zCE50(3B),2165*20*,5.2,2.06,4.3,34.5,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB556(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zCF50(3B),3131*20*,4.8,1.57,6.5,41.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB554(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zCG50(3B),3165*20*,5.3,2.06,4.3,34.0,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB551(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17CB550(3B),MVWB865G**,5.2,1.57,6.5,34.9,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB943(3B),MHW6630H**,4.8,2.92,3.2,27.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj512(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB942(3B),MHW6630H**,4.8,2.92,3.2,27.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17uB655(3B),MVWP575GW0,3.5,1.57,6.5,46.6,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB843(3B),MHW5630H**,4.5,2.92,3.2,27.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh512(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB840(3B),MHW5630H**,4.5,2.92,3.2,27.5,No,No,http://www.whirlpool.com/manuals
Roper,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nGh512(3B),RTW4516F**,3.5,1.57,6.5,44.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pAJ512(3B),WTW5000D**,4.3,1.57,6.5,45.3,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF55(3B),WTW5100H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pEj51(3B),CAW42114G**,4.2,1.57,6.5,45.7,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx510(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pEj50(3B),CAW42114G**,4.2,1.57,6.5,45.7,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF55(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBE54(3B),MVW7230H**,5.2,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4513(3B),WET4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4513(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4513(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sCx52(3B),2036*81*,3.8,1.57,6.5,41.4,No,No,http://www.kenmore.com/energyguide
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4513(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA860(3B),WFW6620H**,4.5,2.76,3.2,27.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4511(3B),WET4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17eCw53(3B,2037*71*,4.7,1.57,6.5,36.5,No,No,http://www.kenmore.com/energyguide
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17eCw51(3B,2037*71*,4.7,1.57,6.5,36.5,No,No,http://www.kenmore.com/energyguide
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4511(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nCv54(3B),2023*71*,3.5,1.57,6.5,45.3,No,No,http://www.kenmore.com/energyguide
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nCv52(3B),2023*71*,3.5,1.57,6.5,45.3,No,No,http://www.kenmore.com/energyguide
