Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s
Samsung,QN98QN100BF,98.0,245.0,0.5,1.5,,458.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn98qn100bfxza-energylabel.pdf,No
Samsung,HG75Q60BANF,75.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg75q60banfxza-energylabel.pdf,No
Samsung,HG65Q60BANF,65.0,64.0,0.5,1.5,,127.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg65q60banfxza-energylabel.pdf,No
Samsung,UN60TU690TF,60.0,68.0,0.5,1.5,,135.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un60tu690tfxza-energylabel.pdf,No
Samsung,UN58TU690TF,58.0,70.0,0.5,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un58tu690tfxza-energylabel.pdf,No
Samsung,HG75BU800NF,75.0,105.0,0.5,1.5,,202.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg75bu800nfxza-energylabel.pdf,No
Samsung,HG65BU800NF,65.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg65bu800nfxza-energylabel.pdf,No
Samsung,UN58RU7200F,58.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un58ru7200fxza-energylabel.pdf,No
Samsung,UN75RU7100F,75.0,90.0,0.4,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un75ru7100fxza-energylabel.pdf,No
Samsung,UN75RU710DF,75.0,90.0,0.4,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un75ru710dfxza-energylabel.pdf,No
Samsung,QN49Q60RAF,49.0,60.0,0.4,1.5,,120.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn49q60rafxza-energylabel.pdf,No
Samsung,QN65Q80RAF,65.0,95.0,0.4,1.5,,184.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q80rafxza-energylabel.pdf,No
Samsung,QN75Q60RAF,75.0,100.0,0.4,1.5,,193.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q60rafxza-energylabel.pdf,No
Samsung,UN49RU8000F,49.0,60.0,0.4,1.5,,120.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un49ru8000fxza-energylabel.pdf,No
Samsung,UN55RU7100F,55.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55ru7100fxza-energylabel.pdf,No
Samsung,UN55RU7300F,55.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55ru7300fxza-energylabel.pdf,No
Samsung,QN75Q75RAF,75.0,115.0,0.4,1.5,,220.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q75rafxza-energylabel.pdf,No
Samsung,QN75Q70RA#,75.0,115.0,0.4,1.5,,220.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q70ra#xza-energylabel.pdf,No
Samsung,UN65NU8500F,65.0,75.0,0.3,1.5,,147.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65nu8500fxza-energylabel-v2.pdf,No
Samsung,QN65Q9FNAF,65.0,90.0,0.5,1.5,,175.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q9fnafxza-energylabel-v1.pdf,No
Samsung,UN43NU7100F,43.0,50.0,0.3,1.5,,102.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43nu7100fxza-energylabel-v1.pdf,No
Samsung,UN55NU7100F,55.0,50.0,0.3,1.5,,102.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55nu7100fxza-energylabel.pdf,No
Samsung,UN65NU850DF,65.0,75.0,0.3,1.5,,147.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65nu850dfxza-energylabel-v2.pdf,No
Samsung,QN65Q75CNF,65.0,75.0,0.5,1.5,,147.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q75cnfxza-energylabel.pdf,No
Samsung,QN65Q75FNF,65.0,75.0,0.5,1.5,,147.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q75fnfxza-energylabel-v1.pdf,No
Samsung,QN65Q85FNF,65.0,124.0,0.5,1.5,,237.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q85fnfxza-energylabel-v1.pdf,No
Samsung,QN65Q95FNF,65.0,90.0,0.5,1.5,,175.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q95fnfxza-energylabel-v1.pdf,No
Samsung,UN55NU710DF,55.0,50.0,0.3,1.5,,102.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55nu710dfxza-energylabel.pdf,No
Samsung,UN65NU730DF,65.0,100.0,0.3,1.5,,193.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65nu730dfxza-energylabel.pdf,No
Samsung,UN82NU800DF,82.0,124.0,0.3,1.5,,237.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un82nu800dfxza-energylabel.pdf,No
Samsung,PM32F-BC,32.0,59.0,0.5,,,111.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-lh32pmfxtba-go-energylabel.pdf,No
Samsung,UN50TU8000F,50.0,58.0,0.5,1.5,,116.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50tu8000fxza-energylabel.pdf,No
Samsung,QN55LS03TAF,55.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55ls03tafxza-energylabel.pdf,No
Samsung,QN55LS01TAF,55.0,68.0,0.5,1.5,,135.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55ls01tafxza-energylabel.pdf,No
Samsung,QN55LS01TBF,55.0,68.0,0.5,1.5,,135.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55ls01tbfxza-energylabel.pdf,No
Samsung,QN49Q80TAF,49.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn49q80tafxza-energylabel.pdf,No
Samsung,QN49Q8DTAF,49.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn49q8dtafxza-energylabel.pdf,No
Samsung,QN50Q60TAF,50.0,52.0,0.5,1.5,,105.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50q60tafxza-energylabel.pdf,No
Samsung,UN65TU7000F,65.0,73.0,0.5,1.5,,144.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65tu7000fxza-energylabel.pdf,No
Samsung,UN65TU700DF,65.0,73.0,0.5,1.5,,144.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65tu700dfxza-energylabel.pdf,No
Samsung,UN65TU7050F,65.0,73.0,0.5,1.5,,144.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65tu7050fxza-energylabel.pdf,No
Samsung,UN58TU7000F,58.0,70.0,0.5,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un58tu7000fxza-energylabel.pdf,No
Samsung,UN58TU700DF,58.0,70.0,0.5,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un58tu700dfxza-energylabel.pdf,No
Samsung,UN55TU700DF,55.0,60.0,0.5,1.5,,120.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55tu700dfxza-energylabel.pdf,No
Samsung,UN55TU7050F,55.0,60.0,0.5,1.5,,120.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55tu7050fxza-energylabel.pdf,No
Samsung,QN65Q80TAF,65.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q80tafxza-energylabel.pdf,No
Samsung,QN65Q8DTAF,65.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q8dtafxza-energylabel.pdf,No
Samsung,QN65Q60TAF,65.0,63.0,0.5,1.5,,125.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q60tafxza-energylabel.pdf,No
Samsung,QN55Q60TAF,55.0,46.0,0.5,1.5,,94.4,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q60tafxza-energylabel.pdf,No
Samsung,QN55Q60TBF,55.0,46.0,0.5,1.5,,94.4,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q60tbfxza-energylabel.pdf,No
Samsung,QN55Q6DTAF,55.0,46.0,0.5,1.5,,94.4,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q6dtafxza-energylabel.pdf,No
Samsung,UN65TU8000F,65.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65tu8000fxza-energylabel.pdf,No
Samsung,QN85QN95BDF,85.0,130.0,0.5,1.5,,248.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn95bdfxza-energylabel.pdf,No
Samsung,QN75QN95BDF,75.0,108.0,0.5,1.5,,208.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn95bdfxza-energylabel.pdf,No
Samsung,QN55QN95BDF,55.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn95bdfxza-energylabel.pdf,No
Samsung,UN85AU800PF,85.0,143.0,0.5,1.5,,271.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un85au800pfxza-energylabel.pdf,No
Samsung,UN70TU700PF,70.0,94.0,0.5,1.5,,182.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un70tu700pfxza-energylabel.pdf,No
Samsung,UN70TU700PB,70.0,94.0,0.5,1.5,,182.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un70tu700pbxza-energylabel.pdf,No
Samsung,UN50TU700PF,50.0,66.0,0.5,1.5,,131.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50tu700pfxza-energylabel.pdf,No
Samsung,UN43TU700PF,43.0,60.0,0.5,1.5,,120.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43tu700pfxza-energylabel.pdf,No
Samsung,QN32LS03BBF,32.0,32.0,0.5,1.5,,68.8,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn32ls03bbfxza-energylabel.pdf,No
Samsung,QN43LS05BAF,43.0,54.0,0.5,1.5,,109.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43ls05bafxza-energylabel.pdf,No
Samsung,QN55Q75AAF,55.0,71.0,0.5,1.5,,140.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q75aafxza-energylabel.pdf,No
Samsung,QN43LS01BAF,43.0,56.0,0.5,1.5,,113.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43ls01bafxza-energylabel.pdf,No
Samsung,QN65S95BAF,65.0,117.0,0.5,1.5,,224.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65s95bafxza-energylabel.pdf,No
Samsung,QN65QS95BAF,65.0,117.0,0.5,1.5,,224.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qs95bafxza-energylabel.pdf,No
Samsung,QN55QS95BAF,55.0,100.0,0.5,1.5,,193.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qs95bafxza-energylabel.pdf,No
Samsung,QN85QN95BAF,85.0,130.0,0.5,1.5,,248.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn95bafxza-energylabel.pdf,No
Samsung,QN65QN850BF,65.0,182.0,0.5,1.5,,343.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn850bfxza-energylabel.pdf,No
Samsung,QN55Q82BAF,55.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q82bafxza-energylabel.pdf,No
Samsung,QN43QN90BDF,43.0,56.0,0.5,1.5,,113.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43qn90bdfxza-energylabel.pdf,No
Samsung,QN43QN90BAF,43.0,56.0,0.5,1.5,,113.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43qn90bafxza-energylabel.pdf,No
Samsung,QN50LS03BDF,50.0,70.0,0.5,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50ls03bdfxza-energylabel.pdf,No
Samsung,QN43LS03BAF,43.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43ls03bafxza-energylabel.pdf,No
Samsung,QN85QN900BF,85.0,231.0,0.5,1.5,,432.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn900bfxza-energylabel.pdf,No
Samsung,QN65QN900BF,65.0,198.0,0.5,1.5,,372.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn900bfxza-energylabel.pdf,No
Samsung,QN55QN9DBAF,55.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn9dbafxza-energylabel.pdf,No
Samsung,QN55QN90BAF,55.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn90bafxza-energylabel.pdf,No
Samsung,QN65Q82BAF,65.0,101.0,0.5,1.5,,195.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q82bafxza-energylabel.pdf,No
Samsung,QN65Q80BDF,65.0,101.0,0.5,1.5,,195.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q80bdfxza-energylabel.pdf,No
Samsung,QN75Q80BDF,75.0,121.0,0.5,1.5,,231.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q80bdfxza-energylabel.pdf,No
Samsung,QN75Q80BAF,75.0,121.0,0.5,1.5,,231.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q80bafxza-energylabel.pdf,No
Samsung,QN85QN90BAF,85.0,128.0,0.5,1.5,,244.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn90bafxza-energylabel.pdf,No
Samsung,QN85QN85BDF,85.0,106.0,0.5,1.5,,204.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn85bdfxza-energylabel.pdf,No
Samsung,QN85QN85BAF,85.0,106.0,0.5,1.5,,204.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn85bafxza-energylabel.pdf,No
Samsung,QN75LS03BDF,75.0,100.0,0.5,1.5,,193.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75ls03bdfxza-energylabel.pdf,No
Samsung,QN55QN85BDF,55.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn85bdfxza-energylabel.pdf,No
Samsung,QN55QN85BAF,55.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn85bafxza-energylabel.pdf,No
Samsung,QN75QN92BAF,75.0,101.0,0.5,1.5,,195.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn92bafxza-energylabel.pdf,No
Samsung,QN75QN90BAF,75.0,101.0,0.5,1.5,,195.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn90bafxza-energylabel.pdf,No
Samsung,QN65QN92BAF,65.0,87.0,0.5,1.5,,169.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn92bafxza-energylabel.pdf,No
Samsung,QN65QN90BAF,65.0,87.0,0.5,1.5,,169.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn90bafxza-energylabel.pdf,No
Samsung,HG32NJ690WF,32.0,31.0,0.5,1.5,,67.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg32nj690wfxza-energylabel.pdf,No
Samsung,QN75QN800BF,75.0,197.0,0.5,1.5,,370.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn800bfxza-energylabel.pdf,No
Samsung,QN75QN85BDF,75.0,93.0,0.5,1.5,,180.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn85bdfxza-energylabel.pdf,No
Samsung,QN65QN88BAF,65.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn88bafxza-energylabel.pdf,No
Samsung,UN65TU8200F,65.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65tu8200fxza-energylabel.pdf,No
Samsung,UN55TU8000F,55.0,60.0,0.5,1.5,,120.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55tu8000fxza-energylabel.pdf,No
Samsung,UN55TU8200F,55.0,60.0,0.5,1.5,,120.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55tu8200fxza-energylabel.pdf,No
Samsung,QN65Q70TBF,65.0,73.0,0.5,1.5,,144.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q70tbfxza-energylabel.pdf,No
Samsung,QN65Q7DTAF,65.0,73.0,0.5,1.5,,144.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q7dtafxza-energylabel.pdf,No
Samsung,QN55Q70TAF,55.0,69.0,0.5,1.5,,136.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q70tafxza-energylabel.pdf,No
Samsung,QN55Q70TBF,55.0,69.0,0.5,1.5,,136.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q70tbfxza-energylabel.pdf,No
Samsung,QN55Q7DTAF,55.0,69.0,0.5,1.5,,136.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q7dtafxza-energylabel.pdf,No
Samsung,QN65Q900RBE,65.0,220.0,0.5,1.5,,412.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q900rbexza-energylabel.pdf,No
Samsung,QN75Q900RBE,75.0,275.0,0.5,1.5,,512.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q900rbexza-energylabel.pdf,No
Samsung,QN82Q900RBE,82.0,315.0,0.5,1.5,,585.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn82q900rbexza-energylabel.pdf,No
Samsung,UN70NU6080F,70.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un70nu6080fxza-energylabel.pdf,No
Samsung,UN70NU6070F,70.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un70nu6070fxza-energylabel.pdf,No
Samsung,QN32Q50RAF,32.0,41.0,0.5,1.5,,85.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn32q50rafxza-energylabel.pdf,No
Samsung,UN75NU6080F,75.0,105.0,0.3,1.5,,202.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un75nu6080fxza-energylabel.pdf,No
Samsung,UN58NU6080F,58.0,65.0,0.3,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un58nu6080fxza-energylabel.pdf,No
Samsung,UN40N5200AF,40.0,30.0,0.5,1.5,,65.2,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un40n5200afxza-energylabel.pdf,No
Samsung,UN43NU6900B,43.0,55.0,0.5,1.5,,111.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43nu6900bxza-energylabel.pdf,No
Samsung,UN43NU6950B,43.0,55.0,0.5,1.5,,111.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43nu6950bxza-energylabel.pdf,No
Samsung,BE49R,49.0,40.0,0.5,1.5,,83.4,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-lh49berblgaxgo-energylabel.pdf,No
Samsung,UN49NU6300F,49.0,57.0,0.3,1.5,,114.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un49nu6300fxza-energylabel.pdf,No
Samsung,UN55NU690AF,55.0,65.0,0.3,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55nu690afxza-energylabel.pdf,No
Samsung,UN55NU6080F,55.0,65.0,0.3,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55nu6080fxza-energylabel.pdf,No
Samsung,UN65NU690AF,65.0,75.0,0.3,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65nu690afxza-energylabel.pdf,No
Samsung,QN85Q70RAF,85.0,155.0,0.4,1.5,,293.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85q70rafxza-energylabel.pdf,No
Samsung,QN43LS03RAF,43.0,72.0,0.4,1.5,,142.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43ls03rafxza-energylabel.pdf,No
Samsung,QN49LS03RAF,49.0,75.0,0.4,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn49ls03rafxza-energylabel.pdf,No
Samsung,QN55LS03RAF,55.0,80.0,0.4,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55ls03rafxza-energylabel.pdf,No
Samsung,QN65LS03RAF,65.0,95.0,0.4,1.5,,184.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65ls03rafxza-energylabel.pdf,No
Samsung,UN55RU7400F,55.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55ru7400fxza-energylabel.pdf,No
Samsung,UN65RU7400F,65.0,75.0,0.4,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65ru7400fxza-energylabel.pdf,No
Samsung,HG55RU750NF,55.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg55ru750nfxza-energylabel.pdf,No
Samsung,HG65RU750NF,65.0,75.0,0.4,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg65ru750nfxza-energylabel.pdf,No
Samsung,HG75RU750NF,75.0,90.0,0.4,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg75ru750nfxza-energylabel.pdf,No
Samsung,QN75Q80RAF,75.0,120.0,0.4,1.5,,229.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q80rafxza-energylabel.pdf,No
Samsung,QN82Q90RAF,82.0,180.0,0.4,1.5,,339.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn82q90rafxza-energylabel.pdf,No
Samsung,QN75Q7DRAF,75.0,115.0,0.4,1.5,,220.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q7drafxza-energylabel.pdf,No
Samsung,UN55TU8400F,55.0,61.0,0.5,1.5,,122.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55tu8400fxgo-energylabel.pdf,No
Samsung,UN65TU8300F,65.0,67.0,0.5,1.5,,133.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65tu8300fxgo-energylabel.pdf,No
Samsung,BH65T,65.0,145.0,0.5,1.5,,275.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-lh65bhtelgfxgo-energylabel.pdf,No
Samsung,HG43NT670UF,43.0,51.0,0.5,1.5,,104.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg43nt670ufxza-energylabel.pdf,No
Samsung,HG50NT690UF,50.0,61.0,0.5,1.5,,122.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg50nt690ufxza-energylabel.pdf,No
Samsung,HG50NT670UF,50.0,61.0,0.5,1.5,,122.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg50nt670ufxza-energylabel.pdf,No
Samsung,HG55NT690UF,55.0,62.0,0.5,1.5,,124.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg55nt690ufxza-energylabel.pdf,No
Samsung,HG55NT670UF,55.0,62.0,0.5,1.5,,124.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg55nt670ufxza-energylabel.pdf,No
Samsung,HG65NT690UF,65.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg65nt690ufxza-energylabel.pdf,No
Samsung,HG75TS030NF,75.0,97.0,0.5,1.5,,187.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg75ts03nfxza-energylabel.pdf,No
Samsung,QN65LST7TAF,65.0,175.0,0.5,1.5,,330.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65lst7tafxza-energylabel.pdf,No
