Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s
Samsung,QN65Q72AAF,65.0,77.0,0.5,1.5,,151.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q72aafxza-energylabel.pdf,No
Samsung,QN65Q70AAF,65.0,77.0,0.5,1.5,,151.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q70aafxza-energylabel.pdf,No
Samsung,QN65Q60ABF,65.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q60abfxza-energylabel.pdf,No
Samsung,QN75Q60ABF,75.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q60abfxza-energylabel.pdf,No
Samsung,QN50Q62AAF,50.0,54.0,0.5,1.5,,109.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50q62aafxza-energylabel.pdf,No
Samsung,QN65QN800CF,65.0,167.0,0.5,1.5,,315.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn800cfxza-energylabel.pdf,No
Samsung,QN65Q82CAF,65.0,103.0,0.5,1.5,,198.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q82cafxza-energylabel.pdf,No
Samsung,QN65Q80CDF,65.0,103.0,0.5,1.5,,198.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q80cdfxza-energylabel.pdf,No
Samsung,QN55Q82CAF,55.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q82cafxza-energylabel.pdf,No
Samsung,QN55Q80CDF,55.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q80cdfxza-energylabel.pdf,No
Samsung,QN75QN90CAF,75.0,95.0,0.5,1.5,,184.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn90cafxza-energylabel.pdf,No
Samsung,QN70Q60CDF,70.0,78.0,0.5,1.5,,153.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn70q60cdfxza-energylabel.pdf,No
Samsung,QN70Q60CAF,70.0,78.0,0.5,1.5,,153.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn70q60cafxza-energylabel.pdf,No
Samsung,UN50CU8000B,50.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50cu8000bxza-energylabel.pdf,No
Samsung,UN50CU8000D,50.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50cu8000dxza-energylabel.pdf,No
Samsung,UN50CU8000F,50.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50cu8000fxza-energylabel.pdf,No
Samsung,QN50Q60CDF,50.0,51.0,0.5,1.5,,104.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50q60cdfxza-energylabel.pdf,No
Samsung,QN55Q60CAF,55.0,54.0,0.5,1.5,,109.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q60cafxza-energylabel.pdf,No
Samsung,QN43Q60CDF,43.0,52.0,0.5,1.5,,105.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43q60cdfxza-energylabel.pdf,No
Samsung,QN43Q60CAF,43.0,52.0,0.5,1.5,,105.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43q60cafxza-energylabel.pdf,No
Samsung,UN43CU8000F,43.0,56.0,0.5,1.5,,113.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43cu8000fxza-energylabel.pdf,No
Samsung,UN65CU8000B,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu8000bxza-energylabel.pdf,No
Samsung,UN65CU8000D,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu8000dxza-energylabel.pdf,No
Samsung,UN65CU8200F,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu8200fxza-energylabel.pdf,No
Samsung,UN65CU8000F,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu8000fxza-energylabel.pdf,No
Samsung,QN65QN92CAF,65.0,83.0,0.5,1.5,,162.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn92cafxza-energylabel.pdf,No
Samsung,QN75Q60CBF,75.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q60cbfxza-energylabel.pdf,No
Samsung,QN75Q60CDF,75.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q60cdfxza-energylabel.pdf,No
Samsung,QN75Q60CAF,75.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q60cafxza-energylabel.pdf,No
Samsung,QN65QN85CDF,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn85cdfxza-energylabel.pdf,No
Samsung,QN65QN88CAF,65.0,82.0,0.5,1.5,,160.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn88cafxza-energylabel.pdf,No
Samsung,QN55QN85CDF,55.0,67.0,0.5,1.5,,133.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn85cdfxza-energylabel.pdf,No
Samsung,QN55QN88CAF,55.0,67.0,0.5,1.5,,133.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn88cafxza-energylabel.pdf,No
Samsung,QN85Q70CAF,85.0,104.0,0.5,1.5,,200.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-uqn85q70cafxza-energylabel.pdf,No
Samsung,QN65Q70CDF,65.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q70cdfxza-energylabel.pdf,No
Samsung,QN55QN90CDF,55.0,72.0,0.5,1.5,,146.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn90cdfxza-energylabel.pdf,No
Samsung,QN55QN90CAF,55.0,72.0,0.5,1.5,,146.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn90cafxza-energylabel.pdf,No
Samsung,UN70CU7000B,70.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un70cu7000bxza-energylabel.pdf,No
Samsung,UN70CU7000D,70.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un70cu7000dxza-energylabel.pdf,No
Samsung,UN65CU7000B,65.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu7000bxza-energylabel.pdf,No
Samsung,UN65CU7000D,65.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu7000dxza-energylabel.pdf,No
Samsung,UN65CU7000F,65.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65cu7000fxza-energylabel.pdf,No
Samsung,UN55CU7000B,55.0,62.0,0.5,1.5,,124.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55cu7000bxza-energylabel.pdf,No
Samsung,UN55CU7000D,55.0,62.0,0.5,1.5,,124.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55cu7000dxza-energylabel.pdf,No
Samsung,UN55CU7000F,55.0,62.0,0.5,1.5,,124.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55cu7000fxza-energylabel.pdf,No
Samsung,UN50CU7000B,50.0,63.0,0.5,1.5,,125.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50cu7000bxza-energylabel.pdf,No
Samsung,UN43CU7000F,43.0,55.0,0.5,1.5,,111.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43cu7000fxza-energylabel.pdf,No
Samsung,UN85TU690TF,85.0,99.0,0.5,1.5,,191.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un85tu690tfxza-energylabel.pdf,No
Samsung,HG55Q60BANF,55.0,56.0,0.5,1.5,,113.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg55q60banfxza-energylabel.pdf,No
Samsung,HG50Q60BANF,50.0,52.0,0.5,1.5,,105.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg50q60banfxza-energylabel.pdf,No
Samsung,HG43Q60BANF,43.0,50.0,0.5,1.5,,102.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg43q60banfxza-energylabel.pdf,No
Samsung,QN65S95BDF,65.0,117.0,0.5,1.5,,224.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65s95bdfxza-energylabel.pdf,No
Samsung,QN55S95BDF,55.0,100.0,0.5,1.5,,193.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55s95bdfxza-energylabel.pdf,No
Samsung,HG55BU800NF,55.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg55bu800nfxza-energylabel.pdf,No
Samsung,HG50BU800NF,50.0,63.0,0.5,1.5,,125.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg50bu800nfxza-energylabel.pdf,No
Samsung,UN50RU7200F,50.0,55.0,0.4,1.5,,111.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50ru7200fxza-energylabel.pdf,No
Samsung,UN50RU740DF,50.0,55.0,0.4,1.5,,111.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50ru740dfxza-energylabel.pdf,No
Samsung,UN58RU7100F,58.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un58ru7100fxza-energylabel.pdf,No
Samsung,UN58RU710DF,58.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un58ru710dfxza-energylabel.pdf,No
Samsung,UN75RU7200F,75.0,90.0,0.4,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un75ru7200fxza-energylabel.pdf,No
Samsung,QN55Q60RAF,65.0,65.0,0.4,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q60rafxza-energylabel.pdf,No
Samsung,QN65Q90RAF,65.0,115.0,0.4,1.5,,220.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q90rafxza-energylabel.pdf,No
Samsung,QN65Q900RBF,65.0,220.0,0.4,1.5,,412.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q900rbfxza-energylabel.pdf,No
Samsung,QN75Q900RBF,75.0,275.0,0.4,1.5,,512.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q900rbfxza-energylabel.pdf,No
Samsung,QN82Q900RBF,82.0,315.0,0.4,1.5,,585.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn82q900rbfxza-energylabel.pdf,No
Samsung,QN49Q70RAF,49.0,70.0,0.4,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn49q70rafxza-energylabel.pdf,No
Samsung,QN55Q70RAF,55.0,80.0,0.4,1.5,,157.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q70rafxza-energylabel.pdf,No
Samsung,UN55RU8000F,55.0,70.0,0.4,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55ru8000fxza-energylabel.pdf,No
Samsung,UN65RU7100F,65.0,75.0,0.4,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65ru7100fxza-energylabel.pdf,No
Samsung,UN65RU7300F,65.0,75.0,0.4,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65ru7300fxza-energylabel.pdf,No
Samsung,QN65Q70RAF,65.0,95.0,0.4,1.5,,184.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q70rafxza-energylabel.pdf,No
Samsung,QN65Q60RAF,65.0,80.0,0.4,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q60rafxza-energylabel.pdf,No
Samsung,QN75Q70RAF,75.0,115.0,0.4,1.5,,220.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q70rafxza-energylabel.pdf,No
Samsung,UN65RU8000F,65.0,80.0,0.4,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65ru8000fxza-energylabel.pdf,No
Samsung,QN65Q75RAF,65.0,95.0,0.4,1.5,,184.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q75rafxza-energylabel.pdf,No
Samsung,QN65Q70RA#,65.0,95.0,0.4,1.5,,184.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q70ra#xza-energylabel.pdf,No
Samsung,QN65Q65RAF,65.0,80.0,0.4,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q65rafxza-energylabel.pdf,No
Samsung,QN65Q60RA#,65.0,80.0,0.4,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q60ra#xza-energylabel.pdf,No
Samsung,UN65RU800DF,65.0,80.0,0.4,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65ru800dfxza-energylabel.pdf,No
Samsung,PM43H,43.0,66.0,0.3,,,123.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-lh43pmhpbga-go-energylabel.pdf,No
Samsung,UN55NU8500F,55.0,65.0,0.3,1.5,,129.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55nu8500fxza-energylabel-v2.pdf,No
Samsung,UN55NU7300F,55.0,65.0,0.3,1.5,,129.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55nu7300fxza-energylabel-v1.pdf,No
Samsung,UN65NU7100F,65.0,65.0,0.3,1.5,,129.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65nu7100fxza-energylabel-v1.pdf,No
Samsung,QN65Q7CNAF,65.0,75.0,0.5,1.5,,147.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q7cnafxza-energylabel.pdf,No
Samsung,QN65Q7FNAF,65.0,75.0,0.5,1.5,,147.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q7fnafxza-energylabel-v1.pdf,No
Samsung,QN65Q8FNBF,65.0,100.0,0.5,1.5,,193.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q8fnbfxza-energylabel-v1.pdf,No
Samsung,UN65NU7300F,65.0,100.0,0.3,1.5,,193.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65nu7300fxza-energylabel.pdf,No
Samsung,UN82NU8000F,82.0,124.0,0.3,1.5,,237.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un82nu8000fxza-energylabel.pdf,No
Samsung,UN55NU850DF,55.0,65.0,0.3,1.5,,129.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55nu850dfxza-energylabel-v2.pdf,No
Samsung,UN55NU730DF,55.0,65.0,0.3,1.5,,129.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55nu730dfxza-energylabel-v1.pdf,No
Samsung,UN65NU710DF,65.0,65.0,0.3,1.5,,129.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65nu710dfxza-energylabel-v1.pdf,No
Samsung,UN43NU710DF,43.0,50.0,0.3,1.5,,102.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un43nu710dfxza-energylabel.pdf,No
Samsung,UN55NU7200F,55.0,50.0,0.3,1.5,,102.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55nu7200fxza-energylabel.pdf,No
Samsung,UN65NU7200F,65.0,65.0,0.3,1.5,,129.0,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65nu7200fxza-energylabel.pdf,No
Samsung,DB32E,32.0,30.0,0.4,,,57.5,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-lh32dceplga-go-energylabel.pdf,No
Samsung,DC32E,32.0,28.0,0.4,,,53.9,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-lh32dceplga-go-energylabel.pdf,No
Samsung,DM32E,32.0,30.0,0.4,,,57.5,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-lh32dmeplga-go-energylabel.pdf,No
Samsung,PM32F,32.0,42.0,0.3,,,78.7,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-lh32pmfpbga-go-energylabel.pdf,No
Samsung,UN50TU800DF,50.0,58.0,0.5,1.5,,116.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50tu800dfxza-energylabel.pdf,No
Samsung,UN50TU8200F,50.0,58.0,0.5,1.5,,116.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un50tu8200fxza-energylabel.pdf,No
Samsung,QN75Q80TAF,75.0,110.0,0.5,1.5,,211.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q80tafxza-energylabel.pdf,No
Samsung,QN75Q8DTAF,75.0,110.0,0.5,1.5,,211.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q8dtafxza-energylabel.pdf,No
Samsung,QN55Q80TAF,55.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q80tafxza-energylabel.pdf,No
Samsung,QN55Q8DTAF,55.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q8dtafxza-energylabel.pdf,No
Samsung,QN50Q60TBF,50.0,52.0,0.5,1.5,,105.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50q60tbfxza-energylabel.pdf,No
Samsung,QN50Q6DTAF,50.0,52.0,0.5,1.5,,105.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50q6dtafxza-energylabel.pdf,No
Samsung,UN58TU7050F,58.0,70.0,0.5,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un58tu7050fxza-energylabel.pdf,No
Samsung,UN55TU7000F,55.0,60.0,0.5,1.5,,120.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55tu7000fxza-energylabel.pdf,No
Samsung,QN65Q60TBF,65.0,63.0,0.5,1.5,,125.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q60tbfxza-energylabel.pdf,No
Samsung,QN65Q6DTAF,65.0,63.0,0.5,1.5,,125.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q6dtafxza-energylabel.pdf,No
Samsung,HG43BU800NF,43.0,55.0,0.5,1.5,,111.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-hg43bu800nfxza-energylabel.pdf,No
Samsung,QN55QN700BF,55.0,115.0,0.5,1.5,,220.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn700bfxza-energylabel.pdf,No
Samsung,QN65QN95BDF,65.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn95bdfxza-energylabel.pdf,No
Samsung,UN65AU800PF,65.0,93.0,0.5,1.5,,180.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un65au800pfxza-energylabel.pdf,No
Samsung,UN55TU700PF,55.0,60.0,0.5,1.5,,120.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55tu700pfxza-energylabel.pdf,No
Samsung,UN55AU800PF,55.0,75.0,0.5,1.5,,147.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un55au800pfxza-energylabel.pdf,No
Samsung,BE85T-H,85.0,99.0,0.5,1.5,,191.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-lh85bethlgfxgo-energylabel.pdf,No
Samsung,QN55QN95BAF,55.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn95bafxza-energylabel.pdf,No
Samsung,QN32LS03BDF,32.0,32.0,0.5,1.5,,68.8,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn32ls03bdfxza-energylabel.pdf,No
Samsung,QN85Q75AAF,85.0,121.0,0.5,1.5,,231.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85q75aafxza-energylabel.pdf,No
Samsung,QN75Q75AAF,75.0,86.0,0.5,1.5,,167.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q75aafxza-energylabel.pdf,No
Samsung,QN65Q75AAF,65.0,77.0,0.5,1.5,,151.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q75aafxza-energylabel.pdf,No
Samsung,QN65QN95BAF,65.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn95bafxza-energylabel.pdf,No
Samsung,QN55S95BAF,55.0,100.0,0.5,1.5,,193.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55s95bafxza-energylabel.pdf,No
Samsung,QN75QN95BAF,75.0,108.0,0.5,1.5,,208.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn95bafxza-energylabel.pdf,No
Samsung,QN55LS01BAF,55.0,70.0,0.5,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55ls01bafxza-energylabel.pdf,No
Samsung,QN85QN850BF,85.0,227.0,0.5,1.5,,425.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn850bfxza-energylabel.pdf,No
Samsung,QN75QN850BF,75.0,197.0,0.5,1.5,,370.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn850bfxza-energylabel.pdf,No
Samsung,QN55Q80BDF,55.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q80bdfxza-energylabel.pdf,No
Samsung,QN55Q80BAF,55.0,89.0,0.5,1.5,,173.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55q80bafxza-energylabel.pdf,No
Samsung,QN50Q82BAF,50.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50q82bafxza-energylabel.pdf,No
Samsung,QN50Q80BDF,50.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50q80bdfxza-energylabel.pdf,No
Samsung,QN50Q80BAF,50.0,79.0,0.5,1.5,,155.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50q80bafxza-energylabel.pdf,No
Samsung,QN65LS01BAF,65.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65ls01bafxza-energylabel.pdf,No
Samsung,QN50LS03BAF,50.0,70.0,0.5,1.5,,138.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn50ls03bafxza-energylabel.pdf,No
Samsung,QN43LS03BDF,43.0,65.0,0.5,1.5,,129.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn43ls03bdfxza-energylabel.pdf,No
Samsung,QN85LS03BDF,85.0,121.0,0.5,1.5,,231.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85ls03bdfxza-energylabel.pdf,No
Samsung,QN85LS03BAF,85.0,121.0,0.5,1.5,,231.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85ls03bafxza-energylabel.pdf,No
Samsung,QN55QN92BAF,55.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn92bafxza-energylabel.pdf,No
Samsung,QN55QN90BDF,55.0,80.0,0.5,1.5,,156.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn55qn90bdfxza-energylabel.pdf,No
Samsung,QN65LS03BDF,65.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65ls03bdfxza-energylabel.pdf,No
Samsung,QN65LS03BAF,65.0,90.0,0.5,1.5,,175.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65ls03bafxza-energylabel.pdf,No
Samsung,QN65Q80BAF,65.0,101.0,0.5,1.5,,195.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65q80bafxza-energylabel.pdf,No
Samsung,QN85Q82BAF,85.0,151.0,0.5,1.5,,286.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85q82bafxza-energylabel.pdf,No
Samsung,QN85Q80BDF,85.0,151.0,0.5,1.5,,286.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85q80bdfxza-energylabel.pdf,No
Samsung,QN85Q80BAF,85.0,151.0,0.5,1.5,,286.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85q80bafxza-energylabel.pdf,No
Samsung,QN75Q82BAF,75.0,121.0,0.5,1.5,,231.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75q82bafxza-energylabel.pdf,No
Samsung,QN85QN92BAF,85.0,128.0,0.5,1.5,,244.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn92bafxza-energylabel.pdf,No
Samsung,QN85QN90BDF,85.0,128.0,0.5,1.5,,244.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn90bdfxza-energylabel.pdf,No
