ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2404498,Frigidaire,EFR176-CORAL_AMZ,"Refrigerator,RFR176-B-BLACK,",58465820145,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,206,232,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,09/29/2022,11/10/2022,United States,ES_1120898_EFR176-CORAL_AMZ_11142022122539_8564570,No
2404487,Frigidaire,EFR177-B-BLACK,"Refrigerator,EFR176-B-BLACK-COM,",58465812560,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,206,232,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,09/29/2022,11/10/2022,United States,ES_1120898_EFR177-B-BLACK_11142022122539_5557541,No
2372971,Frigidaire,EFR177-B-BLUE,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,,,No,,,,,01/04/2021,01/20/2021,United States,ES_1120898_EFR177-B-BLUE_01292021132410_6151892,Yes
2404493,Frigidaire,EFR177-B-BLUE,"Refrigerator,EFR177-B-RED,",58465815196,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,206,232,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,09/29/2022,11/10/2022,United States,ES_1120898_EFR177-B-BLUE_11142022122539_5231553,No
2372972,Frigidaire,EFR177-B-RED,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,,,No,,,,,01/04/2021,01/20/2021,United States,ES_1120898_EFR177-B-RED_01292021132410_1486955,Yes
2404494,Frigidaire,EFR177-B-RED,"Refrigerator,EFR182_QVC,",58465815202,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,206,232,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,09/29/2022,11/10/2022,United States,ES_1120898_EFR177-B-RED_11142022122539_3622760,No
2401049,ELEMENT,ERBM19CBS,,810649032313,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,23,466,521,11,,,No,,,,,08/26/2022,08/25/2022,"United States, Canada",ES_1145034_ERBM19CBS_09012022102427_80137297,No
2401050,ELEMENT,ERBM19CBW,,810649032320,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,23,466,521,11,,,No,,,,,08/26/2022,08/25/2022,"United States, Canada",ES_1145034_ERBM19CBW _09012022102427_80137297,No
2408389,ELEMENT,ERT14CS**,",,*, can be any of A-Z,a-z,0-9,version code or blank",810649032801;810649032818;810649032825,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,61,28,14.2,17.1,333,372,10,,,No,,No,,,01/18/2023,02/21/2023,"United States, Canada",ES_1145034_ERT14CS**_022120230632522_8613241,Yes
2406786,ELEMENT,ERT18CS**,",,* are additional letters to indicate the color and, or manufacturer control number",810649032863;810649032870;810649032887,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,,,No,,,,,01/10/2023,01/13/2023,"United States, Canada",ES_1145034_ERT18CS**_011320230613966_7860073,Yes
2473613,ELEMENT,EUF14CE**,,810649030821,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,61,28,13.8,13.8,269,299,10,,,No,,,,,05/10/2023,05/10/2023,"United States, Canada",ES_1145034_EUF14CE**_05102023102927_80169165,No
2389619,ELEMENT,EUFM71001AS,,810649032085,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.3,21.7,7.1,8.2,343,384,11,,,No,,,,,12/22/2021,12/22/2021,"United States, Canada",ES_1145034_EUFM71001AS_12222021100052_80111437,No
2472824,Elisii,DERTM180SW2,,686136119962,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,,,No,,,,,03/10/2023,05/08/2023,"United States, Canada",ES_1142511_DERTM180SW2_050820230341884_8417749,Yes
2472823,Elisii,DERTM180WW2,,686136119955,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,,,No,,,,,03/10/2023,05/08/2023,"United States, Canada",ES_1142511_DERTM180WW2_050820230341127_1933752,Yes
2363726,Elisii,DFRBI1821-30**,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,70,29.5,18.4,18.4,296,332,11,,,No,,,,,09/01/2022,04/04/2019,United States,ES_1142511_DFRBI1821-30**_06282020161200_7424127,No
2453003,Elite,453-6340,,649377925426,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.5,17.8,3.1,3.8,320,358,11,,,No,,,,,03/22/2023,04/04/2023,United States,ES_1148961_453-6340_03302023152301_1734430,No
2363727,ELLIPSE,EFRBI1821-30**,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,70,29.5,18.4,18.4,296,332,11,,,No,,,,,09/01/2022,04/04/2019,United States,ES_1142511_EFRBI1821-30**_06282020161200_1699182,No
2299531,ELLIPSE,ERBM104S,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,74,23.4,10.4,12.5,379,428,11,,,No,,,,,07/08/2017,04/01/2017,Canada,ES_1125680_ERBM104S_04102017110153_70127850,No
2359763,ELLIPSE,ERBM187*,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,23,466,521,11,,,No,,,,,05/15/2020,04/29/2020,Canada,ES_1125680_ERBM187* _05152020064411_80041942,No
2359762,ELLIPSE,ERPBM187*,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,23,466,521,11,,,No,,,,,05/15/2020,04/29/2020,Canada,ES_1125680_ERPBM187*_05152020064411_80041942,No
2269042,ELLIPSE,ERT085W,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,Yes,56.6,22.9,8.5,8.5,235,262,10,,,No,,,,,05/15/2016,06/06/2016,Canada,ES_1125680_ERT085W_06062016024615_1175966,No
2267194,ELLIPSE,ERTM180WE,",EDRT180S,; ,EDRT180W,; ,ERTM180SE,",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.6,29.5,18,21,362,403,10,,,No,,,,,05/20/2016,05/20/2016,Canada,ES_1125680_ERTM180WE_05202016083050_3050920,Yes
2393890,Emerson Radio Corp,CR510VSE*,",,*  can be any of A-Z,a-z,0-9,version code or blank",817986026364,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/18/2022,03/21/2022,"United States, Canada",ES_1122227_CR510VSE*_032120220009692_2743785,No
2365505,EPIC,ERFF111W,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,75.8,23.5,11.1,13.5,388,436,11,,,No,,,,,09/02/2020,09/03/2020,Canada,ES_1137295_ERFF111W_09042020101131_5204100,No
2393365,Equator,RF142S,,747037121420,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,06/01/2022,02/27/2022,"United States, Canada",ES_40188_RF142S_022120221606224_9959677,Yes
2382846,EuroDesign,EDBM192SE,,0711841901707,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,23,466,521,11,,,No,,,,,08/02/2021,01/17/2020,Canada,ES_1125680_EDBM192SE_08032021010517_80030347,No
2275440,EuroDesign,EDR085S,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,Yes,56.6,22.9,8.5,8.5,235,262,10,,,No,,,,,08/15/2016,08/16/2016,Canada,ES_1125680_EDR085S_08172016034928_5768892,No
2382972,EuroDesign,RDBM191**,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,23,466,521,11,,,No,,,,,08/05/2021,08/05/2021,Canada,ES_1125680_RDBM191**_08092021071515_80094624,No
2474249,Fancy Gourmet,DF1-07*,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,20.3,17.3,1.7,1.7,207,232,11,,,No,,,,,05/11/2023,05/11/2023,"United States, Canada",ES_1149118_DF1-07*_05122023110827_80163984,No
2474248,Fancy Gourmet,DF1-11S*,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.5,18.7,3.2,3.2,220,244,10,,,No,,,,,05/11/2023,05/11/2023,"United States, Canada",ES_1149118_DF1-11S*_05122023110827_80163984,No
2398096,FINLUX,263 TMF0700WH,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,21.3,22.4,7.4,8.5,345,386,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/30/2021,02/09/2021,United States,ES_1143390_263 TMF0700WH_111220210316870_8014734,No
2398097,FINLUX,263 TMF0712BL,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,21.3,22.4,7.4,8.5,345,386,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/30/2021,02/09/2021,United States,ES_1143390_263 TMF0712BL_111220210316545_2248814,No
2398098,FINLUX,263 TMF0724SSL,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,21.3,22.4,7.4,8.5,345,386,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/30/2021,02/09/2021,United States,ES_1143390_263 TMF0724SSL_11122021031684_9147532,No
2398393,FINLUX,463 TMF1400WH,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/30/2021,08/26/2021,United States,ES_1143390_463 TMF1400WH_111220210316811_4087300,Yes
2398392,FINLUX,463 TMF1412BL,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/30/2021,08/26/2021,United States,ES_1143390_463 TMF1412BL_111220210316423_6542736,Yes
2398395,FINLUX,463 TMF1424SSL,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/30/2021,08/26/2021,United States,ES_1143390_463 TMF1424SSL_111220210316392_3393533,Yes
2398394,FINLUX,463 TMF1436RSS,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/30/2021,08/26/2021,United States,ES_1143390_463 TMF1436RSS_111220210316235_1651897,Yes
2380713,Fire Magic,3589-DL,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5.1,5.1,219,306,28,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_3589-DL_061120211417799_8876548,No
2380718,Fire Magic,3589-DR,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5.1,5.1,219,306,28,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_3589-DR_061120211417166_4219974,No
2265549,Fisher & Paykel,E522B*****,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67.1,31.1,17.4,21.4,454,506,10,,,No,,,,,07/09/2014,04/28/2016,"United States, Canada",ES_31708_RF170B(X)_04282016205158_6718101,No
2321371,Fisher & Paykel,RB2470BRV1,,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,69.8,21.9,8,9.6,380,427,11,,,No,,,,,06/15/2018,06/15/2018,"United States, Canada",ES_0031708_RB2470BRV1_06142018011617_70185051,No
2216268,Fisher & Paykel,RB36S,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,14,28.7,3.7,3.7,150,293,49,,,No,,,,,08/14/2014,07/14/2014,"United States, Canada",ES_31708_RB36S_07232014182036_9636892,Yes
2350694,Fisher & Paykel,RF135B*****,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67.5,25,13.3,16.4,411,462,11,,,No,,,,,01/15/2020,11/25/2019,"United States, Canada",ES_31708_RF135BDRX4_11252019154511_6711293,No
2383467,Fisher & Paykel,RF135B***J**,",RF135BDLJX4,; ,RF135BDRJX4,; ,RF135BLPJX6,; ,RF135BRPJX6,",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,67.5,25,13.3,16.4,495,546,11,,,No,,,,,01/15/2020,11/25/2019,"United States, Canada",ES_31708_RF135B***J**_081720211054766_2656097,No
2350693,Fisher & Paykel,RF135B***U**,",RF135BDLUX4,",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,67.5,25,13.3,16.4,495,546,11,,,No,,,,,01/15/2020,11/25/2019,"United States, Canada",ES_31708_RF135BDRUX4_11252019154216_6536718,No
2350695,Fisher & Paykel,RF170A*****,"RF170ADW5,RF170ADW5,",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67.5,31.1,17.3,21.1,448,504,11,,,No,,,,,03/15/2020,11/25/2019,"United States, Canada",ES_31708_RF170ADX4_11252019154657_6817609,No
2383466,Fisher & Paykel,RF170A***J**,"RF170ADJSX4,RF170ADJSX4,",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,67.5,31.1,17.3,21.1,532,588,11,,,No,,,,,03/15/2020,11/25/2019,"United States, Canada",ES_31708_RF170A***J**_081720210937884_2829264,No
2350727,Fisher & Paykel,RF170A***U**,"RF170ADUSB5,RF170ADUSB5,",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,67.5,31.1,17.3,21.1,532,588,11,,,No,,,,,03/15/2020,11/25/2019,"United States, Canada",ES_31708_RF170ADUSX4_11252019154803_6883697,No
2265548,Fisher & Paykel,RF170B*****,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67.1,31.1,17.4,21.4,454,506,10,,,No,,,,,07/09/2014,04/28/2016,"United States, Canada",ES_31708_RF170B(X)_04282016205122_6682914,No
2383479,Fisher & Paykel,RF170B***J**,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,67.1,31.1,17.4,21.4,538,590,10,,,No,,,,,07/09/2014,04/28/2016,"United States, Canada",ES_31708_RF170B***J**_081720211428147_4330858,No
2383478,Fisher & Paykel,RF170B***U**,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,67.1,31.1,17.4,21.4,538,590,10,,,No,,,,,07/09/2014,04/28/2016,"United States, Canada",ES_31708_RF170B***U**_081720211428652_7308565,No
2214130,Fisher & Paykel,RF170W******,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,67.5,31.1,17.3,21.2,452,505,10,,,No,,,,,05/21/2014,05/21/2014,"United States, Canada",ES_31708_RF170W******_06262014195016_2216546,No
2214137,Fisher & Paykel,RF170W***J**,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,67.5,31.1,17.3,21.1,535,588,11,,,No,,,,,05/21/2014,05/21/2014,"United States, Canada",ES_31708_RF170W******_06262014195055_2255773,No
2383472,Fisher & Paykel,RF170W***U**,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,67.5,31.1,17.3,21.1,535,588,11,,,No,,,,,05/21/2014,05/21/2014,"United States, Canada",ES_31708_RF170W***U**_081720211347646_2201843,No
2350500,Fisher & Paykel,RF172****,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.5,31.1,16.8,21.6,541,592,10,,,No,,,,,12/01/2019,11/27/2019,"United States, Canada",ES_0031708_RF172****_11262019115257_80022276,No
2215557,Fisher & Paykel,RF201A*****,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,70.5,35.4,20.1,24.2,448,531,16,,,No,,,,,05/21/2014,05/21/2014,"United States, Canada",ES_31708_RF201A*****_07162014141247_9967729,No
2215558,Fisher & Paykel,RF201A***J**,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,70.5,35.4,20.1,24.2,532,615,16,,,No,,,,,05/21/2014,05/21/2014,"United States, Canada",ES_31708_RF201A*****_07162014141952_0392680,No
2383471,Fisher & Paykel,RF201A***U**,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,70.5,35.4,20.1,24.2,532,615,16,,,No,,,,,05/21/2014,05/21/2014,"United States, Canada",ES_31708_RF201A***U**_081720211320650_6617302,No
2350969,Fisher & Paykel,RF203****,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.5,35.6,19,24.3,562,616,10,,,No,,,,,11/30/2019,11/27/2019,"United States, Canada",ES_0031708_RF203****_11262019115038_80022284,No
2394211,Fisher & Paykel,RS2474BRU1,,822843262052,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,73.6,23.3,10.6,13.8,382,551,36,,,No,,,,,08/01/2022,03/29/2022,"United States, Canada",ES_31708_RS2474BRU1_032120221006248_8405705,Yes
2495377,Fisher & Paykel,RS2484V*2K1,,822843257515;822843257522,Cooler,2 - Built-in Cooler,,No,Yes,No,No,No,83.6,23.9,13.3,13.3,118,261,55,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/08/2020,05/24/2023,"United States, Canada",ES_31708_RS2484V*2K1_050220231952927_1554140,No
2359704,Fisher & Paykel,RS2484W***#,",RS2484WLUK1,; ,RS2484WRU1,; ,RS2484WRUK1,",,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,23.7,12.1,15.2,439,564,26,,,No,,,,,04/10/2020,05/13/2020,"United States, Canada",ES_31708_RS2484W***#_05132020183227_4747847,No
2320375,Fisher & Paykel,RS24S,,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,No,83.6,23.9,12.4,12.4,232,328,29,,,No,,,,,07/01/2018,05/23/2018,"United States, Canada",ES_31708_RS2484SR1_05232018165608_4568855,No
2359707,Fisher & Paykel,RS3084W***#,",RS3084WLU1,; ,RS3084WLUK1,; ,RS3084WRU1,; ,RS3084WRUK1,",,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,29.8,15.9,19.9,476,608,25,,,No,,,,,04/10/2020,05/13/2020,"United States, Canada",ES_31708_RS3084W***#_05132020183316_4796189,No
2320384,Fisher & Paykel,RS30S,,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,No,83.6,29.8,16.3,16.3,247,359,31,,,No,,,,,07/01/2018,05/23/2018,"United States, Canada",ES_31708_RS3084SR1_05232018171018_5418666,No
2341568,Fisher & Paykel,RS32(X),,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,71.9,31.1,14.7,18.2,541,592,10,,,No,,,,,08/15/2019,07/24/2019,"United States, Canada",ES_31708_RS32A72J1_07242019162411_5451533,No
2265547,Fisher & Paykel,RS36W(X),,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,80,35,16.8,20.7,534,615,15,,,No,,,,,06/15/2016,04/28/2016,"United States, Canada",ES_31708_RS36W(X)_04282016205237_6757973,No
2245080,Fisher & Paykel,RS36(X),",RS36A80,",,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,72,35,16.8,20.7,561,615,10,,,No,,,,,09/15/2015,07/31/2015,"United States, Canada",ES_31708_RS36(X)_08052015163443_2483151,No
2380295,Forno,CFFFD1974-31**,",,* can be Blank or A to Z, denotes different outside color, different inside color and handle combination.",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,29.9,17.5,21.3,512,590,15,,,No,,,,,05/20/2021,06/16/2021,United States,ES_1142511_CFFFD1974-31**_061520212238255_5941054,No
2380533,Forno,CFRBI1844-36**,",,* can be Blank or A to Z, denotes different outside color, different inside color and handle combination.",,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.1,35.9,20,25,560,646,15,,,No,,,,,05/20/2021,06/16/2021,United States,ES_1142511_CFRBI1844-36**_051520210245177_8897473,No
2380296,Forno,DFFFD1974-31**,",,* can be Blank or A to Z, denotes different outside color, different inside color and handle combination.",,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,70.1,29.9,17.5,21.3,512,590,15,,,No,,,,,05/20/2021,06/16/2021,United States,ES_1142511_DFFFD1974-31**_061520212238289_5019053,No
2380526,Forno,DFRBI1844-36**,",,* can be Blank or A to Z, denotes different outside color, different inside color and handle combination.",,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.1,35.9,20,25,560,646,15,,,No,,,,,05/20/2021,06/16/2021,United States,ES_1142511_DFRBI1844-36**_051520210245345_6066350,No
