ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2399801,upstreman,FR17-Vintage Purple,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.7,1.7,208,232,10,"R-600a,R600a/0.634(oz)","R-600a (GWP:3 | Lower GWP), R-600a (GWP:3 | Lower GWP)",No,,,,,07/20/2022,08/08/2022,United States,ES_1144488_FR17-Vintage Purple_08082022101727_9643329,No
2399799,upstreman,FR17-Vintage Red,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.7,1.7,208,232,10,"R-600a,R600a/0.634(oz)","R-600a (GWP:3 | Lower GWP), R-600a (GWP:3 | Lower GWP)",No,,,,,07/20/2022,08/08/2022,United States,ES_1144488_FR17-Vintage Red_08082022101727_4416559,No
2399798,upstreman,FR17-Vintage White,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.7,1.7,208,232,10,"R-600a,R600a/0.634(oz)","R-600a (GWP:3 | Lower GWP), R-600a (GWP:3 | Lower GWP)",No,,,,,07/20/2022,08/08/2022,United States,ES_1144488_FR17-Vintage White_08082022101727_1366056,No
2399803,upstreman,FR17-Vintage Yellow,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.7,1.7,208,232,10,"R-600a,R600a/0.634(oz)","R-600a (GWP:3 | Lower GWP), R-600a (GWP:3 | Lower GWP)",No,,,,,07/20/2022,08/08/2022,United States,ES_1144488_FR17-Vintage Yellow_08082022101727_5535868,No
2399790,upstreman,FR17-White,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.7,1.7,208,232,10,"R-600a,R600a/0.634(oz)","R-600a (GWP:3 | Lower GWP), R-600a (GWP:3 | Lower GWP)",No,,,,,07/20/2022,08/08/2022,United States,ES_1144488_FR17-White_08082022101727_6208771,No
2370332,SAPPHIRE,SR15-SS,",SR15-PR,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.9,14.8,2.7,2.7,220,284,23,,,No,,,,,11/23/2020,11/26/2020,"United States, Canada",ES_1131312_SR15-SS_11092020161040_7838403,No
2371301,SAPPHIRE,SR24-SS,",SR24-PR,; ,SR24-SS-L,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.9,23.9,5,5,260,305,15,,,No,,,,,11/23/2020,12/23/2020,"United States, Canada",ES_1131312_SR24-SS_12222020090209_5922662,No
2370331,SAPPHIRE,SR24-SSADA,",SR24-PRADA,",,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,32,23.9,4.6,4.6,263,301,13,,,No,,,,,11/23/2020,11/26/2020,"United States, Canada",ES_1131312_SR24-SSADA_11242020091500_2218438,No
2271693,Season,550128,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,,,No,,,,,07/01/2016,07/05/2016,"United States, Canada",ES_1048137_550128_07062016033627_6187732,No
2271699,Season,550130,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,,,No,,,,,07/01/2016,07/05/2016,"United States, Canada",ES_1048137_550130_07062016033708_6228292,No
2271697,Season,550134,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,,,No,,,,,07/01/2016,07/05/2016,"United States, Canada",ES_1048137_550134_07062016033757_6277203,No
2271698,Season,550135,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,,,No,,,,,07/01/2016,07/05/2016,"United States, Canada",ES_1048137_550135_07062016033807_6287801,No
2369581,Seasons,128779,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,25,18.5,2.3,2.2,247,279,11,,,No,,,,,04/30/2019,11/16/2020,"United States, Canada",ES_1048137_128779_11162020110113_80043248,No
2328695,Seasons,128779.0,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,25,18.7,2.3,2.3,252,280,10,,,No,,,,,10/24/2018,10/18/2018,"United States, Canada",ES_1048137_128779_10312018114636_70200518,No
2377898,Seasons,189974,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,19.3,18.6,1.7,1.7,246,275,11,,,No,,,,,05/15/2021,05/13/2021,"United States, Canada",ES_1048137_189974_05142021024016_80082133,No
2406474,Seasons,189974,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,19.3,18.6,1.7,1.7,246,275,11,,,No,,,,,12/29/2022,12/29/2022,"United States, Canada",ES_1030337_189974_01042023040246_5550001_,No
2377899,Seasons,189975,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,34,18.6,3.3,3.3,260,290,10,,,No,,,,,05/15/2021,05/13/2021,"United States, Canada",ES_1048137_189975_05142021024016_80082133,No
2389276,Seasons,189975,,194671037066,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,34,18.6,3.3,3.3,260,290,10,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_1048137_189975_12142021101117_80108150,No
2271694,Seasons,550129,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/04/2023,01/09/2023,"United States, Canada",ES_1048137_550129_07062016033656_6216840,No
2271700,Seasons,550131,,194671021775,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,,,No,,,,,11/26/2021,12/09/2021,"United States, Canada",ES_1048137_550131_07062016033719_6239440,No
2271695,Seasons,550132,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/04/2023,01/09/2023,"United States, Canada",ES_1048137_550132_07062016033732_6252281,No
2271696,Seasons,550133,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,01/04/2023,01/09/2023,"United States, Canada",ES_1048137_550133_07062016033744_6264203,No
2508436,Seasons,MSAR27**,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,27.6,18.6,2.7,2.7,255,284,10,,,No,,,,,06/12/2023,06/12/2023,"United States, Canada",ES_1048137_MSAR27**_06192023133648_80172002,No
2508437,Seasons,MSAR33**,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,34,18.6,3.3,3.3,260,290,10,,,No,,,,,06/13/2023,06/13/2023,"United States, Canada",ES_1048137_MSAR33**_06192023133643_80172003,No
2404140,Seasons,MSTF18BKR,,194671044019,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/01/2022,11/04/2022,United States,ES_1048137_MSTF18BKR_110420220146176_4980847,Yes
2404139,Seasons,MSTF18SSR,,194671043999,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/01/2022,11/04/2022,United States,ES_1048137_MSTF18SSR_110420220146184_1232343,Yes
2404141,Seasons,MSTF18WHR,,194671044002,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/01/2022,11/04/2022,United States,ES_1048137_MSTF18WHR_110420220147475_5825400,Yes
2508964,Seasons,MSTF45**,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,46.9,18.5,4.5,5.6,329,369,11,,,No,,,,,06/13/2023,06/13/2023,"United States, Canada",ES_1048137_MSTF45**_06202023114012_80172004,No
2393852,Seasons,STMR183**#*,",,1st ""*"" Handle Type : A-Z , 2nd ""*"" the Energy : A-Z - First ""#"" means that revision number : 0-9 or none - Third ""*"" means that color : A-Z",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.3,29.9,18.3,22.2,370,413,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,02/25/2022,03/17/2022,United States,ES_1048137_STMR183**#*_031720222342409_4259205,Yes
2383430,Sharp,SJB1255GS,,074000640061,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.6,11.5,14.3,397,444,11,,,No,,,,,08/15/2021,08/02/2021,"United States, Canada",CER_0041229_SJB1255GS_08142021101243_80093283,No
2399795,upstreman,FR17-Yellow,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.7,1.7,208,232,10,"R-600a,R600a/0.634(oz)","R-600a (GWP:3 | Lower GWP), R-600a (GWP:3 | Lower GWP)",No,,,,,07/20/2022,08/08/2022,United States,ES_1144488_FR17-Yellow_08082022101727_2155477,No
2401911,upstreman,FR35,",CR35,; ,SR35,",652726292865;652726292926;652726293046,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.3,17.8,3.6,3.6,260,292,11,,,No,,,,,09/20/2022,09/23/2022,United States,ES_1146193_FR35_09222022133210_4673730,No
2394944,upstreman,FRS17,,749350199018,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.7,1.7,208,232,10,"Other,R600a/0.634(oz)",R-600a (GWP:3 | Lower GWP),No,,,,,08/26/2021,04/21/2022,United States,ES_1144488_FRS17_01262022150353_8978792,No
2394947,upstreman,R17,,749350199018,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.7,1.7,208,232,10,"Other,R600a/0.634(oz)",R-600a (GWP:3 | Lower GWP),No,,,,,08/26/2021,04/21/2022,United States,ES_1144488_R17_01262022150353_5233422,No
2394946,upstreman,RS17,,749350199018,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.7,1.7,208,232,10,"Other,R600a/0.634(oz)",R-600a (GWP:3 | Lower GWP),No,,,,,08/26/2021,04/21/2022,United States,ES_1144488_RS17_01262022150353_6245562,No
2394951,upstreman,SD321,,749350199025,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,34,18,3.2,3.9,312,359,13,"Other,R600a/1.411(oz)",R-600a (GWP:3 | Lower GWP),No,,,,,08/27/2021,04/21/2022,United States,ES_1144488_SD321_01262022150401_8969551,No
2394943,upstreman,SR161,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,206,232,11,"Other,R600a/0.634(oz)",R-600a (GWP:3 | Lower GWP),No,,,,,08/17/2021,04/21/2022,United States,ES_1144488_SR161_01262022150341_8285609,No
2394953,upstreman,SR321,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33,17,3.2,3.2,218,244,11,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,08/16/2021,04/21/2022,United States,ES_1144488_SR321_01262022150344_8203644,No
2394949,upstreman,SR401,,749350199032,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,45,18,4,4.7,291,364,20,"Other,R600a/1.446(oz)",R-600a (GWP:3 | Lower GWP),No,,,,,08/27/2021,04/21/2022,United States,ES_1144488_SR401_01262022150358_5651592,No
2406364,Upstreman;Frestec,CD30,",FR 302 BK,; ,FR 302 SL,; ,FR 302 WH,",652726293060;760354510012;760354510029;760354510036,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.5,17.8,3.1,3.8,320,358,11,,,No,,,,,12/13/2022,12/28/2022,United States,ES_1146193_CD30_12132022112233_1904413,No
2401908,Upstreman;Frestec,FR16,",CR16,; ,FR 160 BK,; ,FR 160 BLUE,; ,FR 160 GREEN,; ,FR 160 RED,; ,FR 160 SL,; ,FR 160 WH,; ,SR16,",652726292834;652726292896;652726293015;737547694156;737547694163;737547694170;760354509832;760354509849;760354509856,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.8,17.8,1.6,1.6,200,232,14,,,No,,,,,09/20/2022,09/23/2022,United States,ES_1146193_FR16_09222022131925_6405450,No
2401909,Upstreman;Frestec,FR25,",CR25,; ,FR 250 BK,; ,FR 250 SL,; ,FR 250 WH,; ,SR25,",058465808334;652726292841;652726292902;760354509863;760354509870;760354509887,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,27.2,17.8,2.5,2.5,210,239,12,,,No,,,,,09/20/2022,09/23/2022,United States,ES_1146193_FR25_09222022132437_8314325,No
2401910,Upstreman;Frestec,FR31,",CR31,; ,FR 310 BK,; ,FR 310 BLUE,; ,FR 310 GREEN,; ,FR 310 RED,; ,FR 310 SL,; ,FR 310 WH,; ,SR31,",652726292858;652726292919;652726293039;760354509894;760354509900;760354509917;760354509924;760354509931;760354509948,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.3,17.8,3.1,3.1,215,243,12,,,No,,,,,09/20/2022,09/23/2022,United States,ES_1146193_FR31_09222022132857_1759607,No
2351105,Verona,VERF36CDSS,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,62.7,32.2,22.5,27.5,588,644,10,,,No,,,,,11/30/2019,12/11/2019,"United States, Canada",ES_1144004_VERF36CDSS_12112019022955_1395836,No
2393914,VIDA,043-7009-8,,067638029452,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,20.3,17.7,1.7,1.7,221,275,20,,,No,,,,,03/22/2022,12/10/2021,Canada,ES_1025242_043-7009-8_03212022124124_80098807,No
2393916,VIDA,043-7010-2,,067638029469,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.2,17.7,3.3,3.3,259,290,11,,,No,,,,,03/22/2022,12/10/2021,Canada,ES_1025242_043-7010-2_03212022124124_80098807,No
2393917,VIDA,043-7011-0,,067638029476,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,20.6,4.4,4.4,268,300,11,,,No,,,,,03/22/2022,12/10/2021,Canada,ES_1025242_043-7011-0_03212022124124_80098807,No
2393915,VIDA,043-7012-8,,067638029483,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.2,17.7,3.3,3.3,259,290,11,,,No,,,,,03/22/2022,12/10/2021,Canada,ES_1025242_043-7012-8_03212022124124_80098807,No
2393918,VIDA,043-7013-6,,067638029490,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,20.6,4.4,4.4,268,300,11,,,No,,,,,03/22/2022,12/10/2021,Canada,ES_1025242_043-7013-6_03212022124124_80098807,No
2393919,VIDA,043-7015-2,,067638029506,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.4,21.4,7.3,8.4,346,385,10,,,No,,,,,03/22/2022,12/10/2021,Canada,ES_1025242_043-7015-2_03212022124124_80098807,No
2320296,VIKING,CFRI7240****,,800284050162,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,24,12.9,12.9,295,332,11,,,No,,,,,05/15/2018,05/09/2018,"United States, Canada",ES_0031770_CFRI7240****_05222018024854_70184288,No
2341014,VIKING,CFRI7300****,,800284050193;800284050223,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,16.4,16.4,324,360,10,,,No,,,,,07/01/2019,07/10/2019,"United States, Canada",ES_0031770_CFRI7300****_07102019013431_80010681,No
2354813,VIKING,CFRI7360****,,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,20.4,20.4,353,392,10,,,No,,,,,02/15/2020,02/12/2020,"United States, Canada",ES_0031770_CFRI7360****_02142020023306_80033975,No
2361455,Sharp,SJG2254FS,,074000640047,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.8,21.6,26.7,658,722,10,,,No,,,,,06/03/2020,06/09/2020,United States,ES_41229_SJG2254FS_06092020024044_0444447,No
2351227,Sharp,SJG2351FS,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.9,35.8,22.5,27.5,588,644,10,,,No,,,,,11/10/2019,12/13/2019,"United States, Canada",ES_41229_SJG2351FS_12132019025701_5821172,No
2319217,Signature Kitchen Suite,SKSCR2401*,,048231798815,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,No,83.5,23.8,13.9,13.9,260,340,24,,,Yes,Wi-Fi,Yes,ThinQ,Yes,05/08/2018,05/01/2018,"United States, Canada",ES_1118034_SKSCR2401*_05022018014745_70183199,No
2303377,Signature Kitchen Suite,SKSCR3001*,,048231795128,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,No,83.5,29.8,18,18,275,373,26,,,Yes,Wi-Fi,Yes,ThinQ,Yes,09/05/2017,08/28/2017,"United States, Canada",ES_1118034_SKSCR3001*_09082017125412_70153884,No
2388390,Signature Kitchen Suite,SKSCW181**,,48231801966,Cooler,2 - Built-in Cooler,,No,Yes,No,No,No,83.5,17.5,9.7,9.7,160,232,31,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/20/2021,11/10/2021,"United States, Canada",ES_1118034_SKSCW181**_11222021080306_80107616,No
2388391,Signature Kitchen Suite,SKSCW241**,,48231801980,Cooler,2 - Built-in Cooler,,No,Yes,No,No,No,83.5,23.8,13.6,13.6,175,263,33,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/20/2021,11/10/2021,"United States, Canada",ES_1118034_SKSCW241**_11222021080306_80107616,No
2306447,Signature Kitchen Suite,SKSFD3604*,,048231795104,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84.5,35.8,19.3,23.7,614,644,5,,,Yes,Wi-Fi,Yes,ThinQ,Yes,12/29/2017,11/10/2017,"United States, Canada",ES_1118034_SKSFD3604*_11142017043410_70163314,No
2363318,Signature Kitchen Suite,SKSFD3613*,,048231807456,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,70.3,35.8,23.5,29.7,717,750,5,,,Yes,Wi-Fi,Yes,ThinQ,Yes,07/31/2020,07/12/2020,"United States, Canada",ES_1118034_SKSFD3613*_07222020122929_80049718,No
2405459,Signature Kitchen Suite,SKSFD4826*,,195174039656,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,83.5,47.3,26,38.1,654,779,18,R-600a,R-600a (GWP:3 | Lower GWP),Yes,Wi-Fi,Yes,ThinQ,Yes,12/07/2022,11/23/2022,"United States, Canada",ES_1118034_SKSFD4826*_12122022012429_80150622,No
2394891,Signature Kitchen Suite,SKSSB4202*,,195174040065,Side-by-Side,7-BI -Built-in refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,Yes,Yes,Yes,No,83.5,42,25.6,32.7,762,838,10,R-600a,R-600a (GWP:3 | Lower GWP),Yes,Wi-Fi,Yes,ThinQ,Yes,04/22/2022,04/13/2022,"United States, Canada",ES_1118034_SKSSB4202*_04192022112052_80124225,No
2378014,Signature Kitchen Suite,SKSUD2402*,,195174011188,Upright Freezer,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,No,34.3,23.4,3.4,5.9,275,412,33,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/23/2021,05/12/2021,"United States, Canada",ES_1118034__05182021024650_80082844,No
2388392,Signature Kitchen Suite,SKSUW2401*,,195174011218,Compact Cooler,1 - Built-in Compact Cooler,,Yes,Yes,No,No,No,34.3,23.4,4.1,4.1,100,188,47,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/20/2021,11/10/2021,"United States, Canada",ES_1118034_SKSUW2401*_11222021080306_80107616,No
2303206,Silhouette Professional,DAR055D1BSSPRO,,67638999397,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,35,24,5.5,5.5,240,310,23,,,No,,,,,09/15/2017,07/27/2017,"United States, Canada",ES_0031682_DAR055D1BSSPRO_08022017035018_70149734,No
2305865,Silhouette Professional,DAR055D2BSSPRO,,67638013307,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,35,24,5.5,5.5,240,310,23,,,No,,,,,11/25/2017,10/27/2017,"United States, Canada",ES_0031682_DAR055D2BSSPRO_10302017111905_7016114,No
2305405,Silhouette Professional,DKC055D1SSPRO,,67638011907,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,35,24,6.5,6.5,248,319,22,,,No,,,,,12/15/2017,10/17/2017,"United States, Canada",ES_0031682_DKC055D1SSPRO_10202017123824_70152995,No
2305406,Silhouette Professional,DKC055D1SSPRO-1,,67638011952,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,35,24,6.5,6.5,248,319,22,,,No,,,,,12/15/2017,10/17/2017,"United States, Canada",ES_0031682_DKC055D1SSPRO-1_10202017123824_70152995,No
2362470,Silhouette Professional,SPRAR055D1SS,,67638024839,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,35,24,5.5,5.5,240,310,23,,,No,,,,,07/07/2020,07/03/2020,"United States, Canada",ES_0031682_SPRAR055D1SS2_07072020025408_80044878,No
2379012,Simplicity,SYFF116B1WL,,67638028233,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,23.7,11.6,14,310,347,11,,,No,,,,,04/20/2021,04/09/2021,"United States, Canada",ES_0031682_SYFF116B1WL_06072021021346_80078413,Yes
2379013,Simplicity,SYFF116B1WR,,67638028257,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,23.7,11.6,14,310,347,11,,,No,,,,,04/20/2021,04/09/2021,"United States, Canada",ES_0031682__SYFF116B1WR_06072021021346_80078413,Yes
2379003,Smad,DDB-676WMU,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,18.7,466,482,3,,,No,,,,,06/03/2021,06/03/2021,"United States, Canada",ES_1144306_DDB-676WMU_06072021124713_80083890,No
2367468,Smad,DDT-423WMU€,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.8,25,11.5,13.9,311,346,10,,,No,,,,,10/15/2020,10/09/2020,"United States, Canada",ES_1030337_DDT-423WMU€_10152020023002_80057195,Yes
2404244,Smad,DDT-510W*A1U,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.2,21.4,365,406,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/03/2022,11/08/2022,"United States, Canada",ES_1144306_DDT-510W*A1U_110820220138137_8557155,Yes
2320297,VIKING,CMVRI7240****,,800284050179,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,24,12.9,12.9,295,332,11,,,No,,,,,05/15/2018,05/09/2018,"United States, Canada",ES_0031770_CMVRI7240****_05222018024854_70184288,No
2341015,VIKING,CMVRI7300****,,800284050209;800284050230,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,16.4,16.4,324,360,10,,,No,,,,,07/01/2019,07/10/2019,"United States, Canada",ES_0031770_CMVRI7300****_07102019013431_80010681,No
2354814,VIKING,CMVRI7360****,,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,20.4,20.4,353,392,10,,,No,,,,,02/15/2020,02/12/2020,"United States, Canada",ES_0031770_CMVRI7360****_02142020023306_80033975,No
2320295,VIKING,CVRI7240****,,800284050155,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,24,12.9,12.9,295,332,11,,,No,,,,,05/15/2018,05/09/2018,"United States, Canada",ES_0031770_CVRI7240****_05222018024854_70184288,No
2341013,VIKING,CVRI7300****,,800284050186;800284050216,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,16.4,16.4,324,360,10,,,No,,,,,07/01/2019,07/10/2019,"United States, Canada",ES_0031770_CVRI7300****_07102019013431_80010681,No
2354812,VIKING,CVRI7360****,,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,20.4,20.4,353,392,10,,,No,,,,,02/15/2020,02/12/2020,"United States, Canada",ES_0031770_CVRI7360****_02142020023306_80033975,No
